AMC_No,AMC_Name
259687 , Comprehensive Pain Specialists-Saginaw
259066 , Concentra Medical Centers (Michigan)
259102 , Constance Brown Hearing Center
259637 , Consultants in Ophthalmic & Facial Plastic Surgery
250493 , Cottage Hospital of Grosse Pointe
259570 , Covenant Community Care
250314 , Covenant HealthCare Hospital
250200 , Covenant HealthCare System-Harrison Campus
259649 , CRAssociates Inc
259659 , David Fivenson MD-Dermatology PLLC
259052 , David Weingarden MD & Associates PC
259055 , DaVita Kresge Outpatient Hemodialysis Center
250005 , Dawn Farm-Ypsilanti
259681 , Dearborn Obstetrics & Gynecology PC
250093 , Dearborn Orthopedics and Sports Medicine PC
258411 , Department of Community Health (Lansing)
258412 , Department of Public Health (Washtenaw County)
259549 , Dermatology and Skin Surgery Center-Battle Creek
259550 , Dermatology and Skin Surgery Center-Jackson
259551 , Dermatology and Skin Surgery Center-Kalamazoo
259715 , Dermatology Warren
259531 , Detroit Community Health Connection
259506 , Detroit Department of Health and Wellness
259016 , Detroit Medical Center Corporation
259543 , Detroit Medical Center Sports Medicine-Farmington Hills
250105 , Detroit Medical Center Surgery Hospital
259544 , Detroit Medical Center-Sports Performance Academy
250521 , Detroit Psychiatric Institute
250131 , Detroit Receiving Hospital and University Health Center
259629 , Detroit Riverview Pediatrics PC
259592 , Detroit Wayne County Health Authority (Authority Health) GME Consortium
259640 , Development Center
259124 , DJ Jacobetti Home for Veterans
259667 , DMC Harper Hospital
250097 , DMC Orthopaedics & Sports Medicine-Dearborn
250098 , DMC Sports Medicine-Troy
259542 , DMC Sports Medicine-Warren
259529 , Eastern Michigan University Department of Athletics
250017 , Easterseals Michigan
259709 , Eastman and Vempati MD PC-Pediatrics Office
259718 , Eastside Dermatology
259072 , Eaton County Felony Drug Treatment Court
259706 , Eaton Rapids Medical Center
259530 , ECMO Laboratory-University of Michigan Medical School
259608 , Edgewood Center Pediatrics
259047 , Elmwood Geriatric Village
250034 , Emergent Health Partners-Huron Valley Ambulance
259572 , Eye and ENT Specialists PLC
259771 , Eye Clinics of Michigan
250554 , Fairlawn Center
259112 , Faith Hospice Trillium Woods
259106 , Family Health Center
259627 , Family Medical Center of Michigan
250030 , Family Medicine and Public Health Sciences-Wayne State University
259742 , Fertility Center of Michigan
250107 , Fertility Center of Michigan-Mason
259716 , Franklin Dermatology
259518 , Freedom Medical Clinic PC
259792 , Fresenius Kidney Care Botsford Park
259724 , Gago Center for Fertility
259670 , Ganesh Deshmukh MD-Surgical Medicine Office
259585 , Garden City Hospital
259036 , General and Vascular Surgery PC
259101 , Glacier Hills Nursing Home
259772 , Glaucoma Center of Michigan
259751 , Grace Health
250460 , Grand Rapids Medical Education Partners
259099 , Grand Rapids Public Schools
259598 , Grand River Medical Associates
259726 , Great Lakes Bay Health Care Systems-Saginaw
259782 , Great Lakes Center of Rheumatology
250007 , Great Lakes Orthopaedics
259037 , Great Lakes Plastic Surgery
259714 , Grekin Skin Institute
259115 , Growth Works Inc
259642 , Guidance Center
259022 , Hamilton Community Health Network
259023 , Hand Surgery Associates of Michigan (Warren)
250151 , Harper-Hutzel Hospital
259048 , Hartford Nursing and Rehabilitation Center
250247 , Hawthorn Center Hospital
259644 , Hayes Green Beach Memorial Hospital
250029 , Health Centers Detroit
259062 , HealthCare Midwest Ambulatory Surgery Center
259038 , HealthCare Midwest General and Vascular Surgery
259545 , HealthSource Saginaw
259694 , Hegira Programs Inc
259660 , Heidelberg Dermatology PC
259088 , Henry Ford Center for Senior Independence
250187 , Henry Ford Health
250331 , Henry Ford Hospital
257017 , Henry Ford Jackson Hospital
259561 , Henry Ford Macomb Hospital
259011 , Henry Ford Macomb-Warren Campus
259089 , Henry Ford Village
259087 , Henry Ford West Bloomfield Hospital
258418 , Henry Ford Wyandotte Hospital
259113 , Holland Home
259747 , Holland Home-Raybrook Manor
259749 , Holland Home-Trillium Woods
250023 , Hope Adult Shelter and Recuperative Care Center
259014 , Hope Network
259556 , Hospice Care of Southwest Michigan
259646 , Hospice of Holland
259059 , Hospice of Michigan
259134 , Hospice of Michigan (Grand Rapids)
250304 , Hurley Medical Center
258003 , Huron Valley-Sinai Hospital
259539 , Hutzel Building
259514 , Hutzel Professional Building
259655 , Hutzel Women's Hospital
259079 , Infinity Primary Care
259051 , Ingham County Health Department
259114 , Ingham County Medical Care Facility
259071 , Ingham Intermediate School District
259696 , IVF Michigan Fertility Center
250018 , J C Center for Psychiatric Services
259554 , Jackson Intermediate School District
259728 , Jafferany Psychiatric Services
259752 , Javery Pain Institute
259094 , Jefferson Avenue Research Clinic
258410 , Jim Gilmore Jr Community Healing Center
250022 , Jolly Neurological Clinic
259631 , Jordan & Thomas PLLC
259695 , Juvenile Assessment Center
259019 , K Valley Orthopaedics PC
259026 , Kalamazoo Anesthesiology
259525 , Kalamazoo College
258409 , Kalamazoo County Community Mental Health and Substance Abuse
259536 , Kalamazoo County Health and Community Services
259540 , Kalamazoo County Medical Control Authority
259027 , Kalamazoo Emergency Associates
259781 , Keith A Johnstone MD PC-Cardiology Office
259712 , Kevin Fahey MD-Ob/Gyn Office
259796 , Kidney Health Clinic
258398 , Kingswood Hospital
259505 , Lake Shore Health Care
259125 , Lake Superior Hospice
259769 , Lakeland Health-Niles
259768 , Lakeland Health-St Joseph
259596 , Lakes Med Ctr-Internal Medicine & Primary Care Specialists
259593 , Lakeshore Ear Nose and Throat Center Inc
259669 , Lakeshore Ear Nose and Throat Center PC West
259012 , Lansing General Hospital
259648 , Lansing Institute of Urology
259799 , Laurels of Bedford
259720 , Life EMS Ambulance
259732 , Lincoln Behavioral Services
250036 , Livingston County Ambulance
259116 , Livonia Public Schools
259740 , Lori Dillard DO-Center for Osteopathic Medicine
259603 , Lowell Schmeltz DO-Endocrinology Office
259753 , Lynne Chadfield DO PLLC-Neuromusculoskeletal Medicine Office
259111 , Maple Creek
250459 , Mary Free Bed Hospital
259521 , Marywood Nursing Care Center
259682 , McLaren Bay Region
259662 , McLaren Health Care Corporation
259562 , McLaren Macomb
250150 , McLaren Northern Michigan
259565 , McLaren Oakland
250412 , McLaren-Flint
250183 , McLaren-Greater Lansing
259750 , Mercy Health Hauenstein Neuroscience Center
250008 , Metro Medical Practice PC
259729 , Michigan Blood
258004 , Michigan Capital Medical Center (Pennsylvania Campus)
259594 , Michigan Center for Fertility and Women's Health
259773 , Michigan Cornea Consultants
250009 , Michigan Department of Corrections
250054 , Michigan Department of Corrections-Ionia Prison
259538 , Michigan Department of Public Health
259609 , Michigan Ear Institute
259082 , Michigan Gastroenterology Institute PC
259665 , Michigan Healthcare Professionals PC
250256 , Michigan Medicine University of Michigan
259057 , Michigan Orthopedic Center
259132 , Michigan Orthopedic Services
250532 , Michigan State University Clinical Center
259502 , Michigan State University College of Human Medicine
259093 , Michigan State University College of Human Medicine Physician Practices
259503 , Michigan State University College of Osteopathic Medicine
250562 , Michigan State University/Flint Area Medical Education
259723 , Michigan Surgery Specialists PC
259671 , Michigan Surgical Associates PLLC
259516 , Michigan Vascular Center
259056 , Mid Michigan Physicians PC
259731 , Mid-Michigan Ambulatory Services LLC
259675 , Middlebelt Dermatology Center
259559 , MidMichigan Medical Center-Gratiot
259656 , Midwest Center for Dermatology & Cosmetic Surgery-Clinton
259658 , Midwest Center for Dermatology & Cosmetic Surgery-Farmington
259657 , Midwest Center for Dermatology & Cosmetic Surgery-Warren
259028 , Midwest Orthopaedic Surgery
259507 , Midwest Travelers Health Service Clinic
250001 , Mobility Medicine PLLC
259672 , Monroe County Health Department
250155 , Monroe County Medical Control Authority
250100 , Motor City Orthopedics and Sports Medicine Institute
259509 , Mott Children's Health Center
259522 , Mount Clemens Regional Medical Center
259804 , MSU College of Osteopathic Medicine ONMM Clinic
250135 , MSU Pediatrics-West Side
259794 , MSUCOM Popoff Clinic
259587 , MSUCOM Statewide Campus System
250251 , Munson Medical Center
250322 , MyMichigan Medical Center-Midland
259639 , Neighborhood Service Organization
259537 , Network 180
259692 , New Center Community Services
259126 , Norlite Nursing Center
259117 , North Central Health Center
259602 , North Valley Internal Medicine
250137 , Northland Family Planning
259632 , Northwest Neurology
259738 , Novi Center for Manipulative and Sports Medicine
259600 , Oakland Internal Medicine
250222 , Oakland Physicians Medical Center
259564 , Oaks at Woodfield
259754 , Old Town Doc
259061 , Orthopaedic Associates of Grand Rapids
259708 , Osteopathic Healthcare Associates PLLC
259133 , Pain Care Associates
259107 , Paragon Health PC
259533 , Parchment Family Practice PC
259795 , Park Family Medical Center
259517 , Parkway Plastic Surgery
259628 , Pediatric and Adolescent Medicine
258403 , Pennock Hospital
259617 , Phoenix Group
259597 , Pillay Internal Medicine Associates PLLC
250544 , Pine Rest Christian Hospital
259109 , Pine Rest Christian Mental Health Services
259105 , Pinkus Dermatopathology Laboratory
250039 , Pittsfield Township Fire Department
250136 , Planned Parenthood of Michigan
259563 , Premier Surgical Center
259519 , ProMedica Monroe Regional Hospital
259599 , Providence-West Oakland Internists
250021 , Psychiatric Services of Grosse Pointe
250045 , Pulmonary and Critical Care Associates Sleep Laboratory
259693 , Quality Behavioral Health
259119 , Redford Union Schools-Beck Education Center
250210 , Rehabilitation Institute
259053 , Rehabilitation Physician PC Infinity
259721 , Rochester Dermatology Clinic PC
259679 , Rochester General Surgery PLC
259031 , Ronald VanderLugt MD Office
259636 , RTH Plastic Surgery
259758 , S J Aquino MD-IM/RMO
259546 , Saginaw County Community Mental Health Authority
258010 , Saginaw Urology Program
250165 , Samaritan Health Center-Mercy Hospital
259120 , Schoolcraft College Children's Center
259785 , Scotsdale Women's Center
259793 , Select Specialty Hospital-Spectrum Health
259745 , Senior Care Partners PACE-Kalamazoo
259674 , Sikorski Dermatology and Vein Clinic
250291 , Sinai-Grace Hospital
250114 , Sinai-Grace Hospital (Sinai Campus)
259676 , Skin & Vein Center
259717 , Somerset Skin Center
258008 , South Haven Community Hospital
259573 , Southern Michigan ENT PC
259097 , Southwest Regional Rehabilitation Center
259032 , Southwestern Michigan Emergency Services PC
250290 , Sparrow Hospital
259764 , Specialists in Rehabilitation Medicine PC
259588 , Spectrum Health Lakeland
250395 , Spectrum Health-Blodgett Hospital
250341 , Spectrum Health-Butterworth Hospital
259520 , Spectrum Health-Gerber Memorial Hospital
259074 , Spectrum Health-Helen DeVos Children's Hospital
259737 , Spectrum Health-United Hospital
259590 , Spectrum Health/Michigan State University
259686 , St Clair Orthopedics and Sports Medicine PC
250710 , St John River District Hospital
259744 , St Joseph Mercy Home Care and Hospice
250478 , St Joseph Mercy-Oakland
250182 , St Lawrence Hospital and HealthCare Services
259080 , St Mary Mercy Subspecialty Physicians' Offices (Aggregate)
259073 , St Vincent Home for Children
250013 , StoneCrest Center
259118 , Surgeons Choice Medical Center
259046 , Surgical Group of Southwest Michigan PC
250086 , Surgical Institute of Michigan
259626 , Thabet Abbaran MD-Ear Nose & Throat Office
259613 , Theodore A Golden MD-Facial Plastic Surgery Office
250487 , Trinity Health Ann Arbor Hospital
250473 , Trinity Health Grand Rapids
259017 , Trinity Health Livingston Hospital
259077 , Trinity Health Livonia Hospital
259589 , Trinity Health Muskegon
250549 , U P Health System-Marquette
259560 , UnaSource Surgery Center LLC
259557 , University of Michigan Health-West
250526 , University of Michigan School of Public Health
259547 , University of Michigan-Von Voigtlander Women's Hospital
258413 , University of Michigan/CS Mott Childrens Hospital
259638 , University Physician Group Pain Medicine Services
259020 , University Psychiatric Centers
259095 , University Psychiatric Centers (Livonia)
259591 , Upper Great Lakes Family Health Center
259574 , Urology Associates of Battle Creek PC
259021 , Van Andel Research Institute
259741 , Vasaio Life Spa
250498 , Veterans Affairs Medical Center (Ann Arbor)
250108 , Veterans Affairs Medical Center (Detroit)
250529 , Veterans Affairs Medical Center (Saginaw)
259759 , Victory Clinic
259049 , Village of East Harbor
259534 , Vision Eye Care
258005 , Walter P Reuther Psychiatric Hospital
250038 , Washtenaw County Hazardous Materials Response Authority
250037 , Washtenaw County Technical Rescue Team
250033 , Washtenaw/Livingston Medical Control Authority
259789 , Wayne County Health Veterans and Community Wellness
259121 , Wayne County Juvenile Detention Facility
250520 , Wayne County Medical Examiner's Office
259086 , Wayne County TB Clinic
259756 , Wayne State University Physician Group Ob/Gyn Southfield
259504 , Wayne State University School of Medicine
259501 , Wayne State University/Detroit Medical Center
259645 , Wedgwood Christian Services
259096 , Weisberg Cancer Treatment Center
250010 , Wellness Center at McKenny
259541 , West Michigan Air Care
259748 , West Michigan Comprehensive Treatment Center
259108 , Western Michigan University College of Engineering
259064 , Western Michigan University Department of Biological Sciences
250538 , Western Michigan University Homer Stryker MD School of Medicine
259018 , Western Michigan University Sindecuse Health Center
258404 , Western Michigan University Unified Clinics
259630 , Western Wayne Family Health Centers
259801 , Westlund Guidance Clinic
259090 , Willowbrook Manor Nursing Home
259733 , Woodland Center Correctional Facility
259131 , Wright & Filippis Inc
259548 , WSU Tolan Park Medical Building
259515 , WSUPG General Medical Academic Practice
259767 , Wyandotte Eye Clinic
