AMC_No,AMC_Name
240230 , McLean Hospital
249539 , Mentally Ill/Problematic Sexual Behaviors Clinic-MMHC
249553 , Mercy Medical Center
249569 , Mercy Oncology Services Inc
240162 , MetroWest Medical Center-Framingham Union Hospital
248158 , MetroWest Medical Center-Leonard Morse Hospital
248085 , Milford Whitinsville Hospital
249508 , Moak Center for Healthy Aging
240375 , Mount Auburn Hospital
240522 , New England Baptist Hospital
249549 , New England Forensic Associates
240740 , New England Memorial Hospital
248035 , New England Sinai Hospital and Rehabilitation Center
240448 , Newton-Wellesley Hospital
249551 , North Charles Foundation Inc
249526 , North Shore Physicians Group
240232 , Northeast Health Systems Inc
248127 , Northeastern University Health and Counseling Services
248142 , Notre Dame Long Term Care Center
240027 , Notre Dame Palliative
249557 , OccMed Consulting and Injury Care LLC
248006 , Office of the Chief Medical Examiner
248144 , Partners HealthCare Center for Personalized Genetic Medicine
249542 , Peabody Terrace Children's Center
249567 , Pioneer Valley Cardiology Associates PC
249518 , Planned Parenthood League-Greater Boston Health Center
249513 , Planned Parenthood Western Massachusetts Health Center
249527 , Providence Behavioral Health Hospital
249537 , Quest Diagnostics
248088 , Quincy Medical Center
240114 , Reliant Medical Group/Altrius Health (Worcester-Plantation)
248151 , Renal and Transplant Associates of New England
249565 , RiverBend Medical Group Inc
249525 , Roscommon Extended Care Center-Mattapan
248103 , Roxbury Comprehensive Community Health Center
248095 , Saints Memorial Medical Center
240287 , Salem Hospital
248115 , Seven Hills at Groton
248124 , Shrewsbury Nursing and Rehabilitation Center
249505 , Shrewsbury Public Schools
248073 , Shriners Hospitals for Children (Boston)
240388 , Shriners Hospitals for Children (Springfield)
249509 , SkinCare Physicians
240755 , Solomon Carter Fuller Mental Health Center
248074 , Somerville Hospital
248080 , Somerville Mental Health
248096 , South Shore Hospital
240003 , Spaulding Nursing and Therapy Center Brighton
248036 , Spaulding Rehabilitation Hospital
248133 , Spectrum Health Systems
240011 , Square One
249544 , St Ann's Home and School
240211 , St Elizabeth's Medical Center
240360 , St Luke's Hospital
248125 , St Mary's Health Care Center
240361 , St Vincent Hospital
240001 , Stanley Street Treatment and Resources (SSTAR)
240239 , Steward Carney Hospital Inc
249548 , Suffolk County House of Correction
248122 , Summit ElderCare
240425 , Taunton State Hospital
249547 , Tewksbury Hospital
240378 , Tufts Medical Center
248082 , Tufts University Health Services
249501 , UMass Chan Medical School
240309 , UMass Chan-Baystate
248091 , UMass Memorial Health Care (Hahnemann Campus)
240113 , UMass Memorial Health Care (Memorial Campus)
240724 , UMass Memorial Health Care (University Campus)
248118 , UMass Memorial Medical Group Sleep Disorders Center
249534 , UMass Memorial MRI and Imaging Center (UMMIC)
249511 , University of Massachusetts Medical School-Public Health
248067 , University of Massachusetts School of Public Health
248102 , Upham's Corner Health Center
248140 , VA Boston Healthcare System-Jamaica Plains Division
249519 , VA Central Western Mass Healthcare System
240257 , Veterans Affairs Medical Center (Boston)
240026 , VNA Care-Worcester Office
249543 , Walden Street School
248157 , Walker Home and School
249566 , Western MA Neurology PC
247060 , Whidden Memorial Hospital
248109 , Whittier Rehabilitation Hospital (Haverhill)
248149 , Whittier Street Health Center
249503 , Williams College Thompson Health Center
247084 , Winchester Hospital
240140 , Worcester City Hospital
248123 , Worcester Health Center
240135 , Worcester Recovery Center
248114 , Wrentham Developmental Center
248137 , Youth Opportunities Upheld Inc
248099 , Youville Hospital and Rehabilitation Center
