AMC_No,AMC_Name
119161 , Cancer Institute of Florida
119727 , Cancer Specialists of North Florida
110454 , Capital City Psychiatry
110340 , Capital Regional Medical Center
110214 , Cardiology Partners
119989 , Care Path DX
119781 , Caridad Center
119802 , Carrie Landess MD-Neurology Clinic
119893 , Catholic Health Services
110207 , Center for Advanced Orthopedics at Larkin
110018 , Center for Digestive Medicine
119981 , Center for Excellence in Eye Care
119144 , Center for Haitian Studies
110005 , Center for Rheumatology
119638 , Centerstone
119070 , Centerstone Bradenton-Hospital and Addicton Center
110023 , Central Florida Behavioral Hospital
119609 , Central Florida Family Health Centers at SouthSide
110085 , Central Florida Health Care
119162 , Central Florida Hepatology and Gastroenterology
110283 , Central Florida Pediatrics and Its Affiliates
110080 , Chen Eye Clinic
119816 , Child Guidance Center Inc
119564 , Children's Diagnostic and Treatment Center
110096 , Children's Medical Group
119538 , Children's Orthopaedic & Scoliosis Surgery Associates-Tampa
119138 , Children's Orthopaedic and Scoliosis Surgery Associates
119890 , Children's Skin Center PA-Ana Duarte MD
110036 , Citrus Cardiology Consultants
119568 , Citrus Family Health Center
119567 , Citrus Health Network Inc
119570 , Citrus Health Network-Center for Adolescent Treatment Services
119998 , Citrus Health Network-Early Childhood Development Programs
119996 , Citrus Health Network-Maternal and Chils Health Center
119571 , Citrus Health Network-Palm Center
119572 , Citrus Health Network-STAR Program
119905 , Citrus Memorial Hospital
110035 , Citrus Pulmonary Consultants
110092 , Clearway Pain Solutions
118092 , Cleveland Clinic Florida
119506 , Colon & Rectal Clinic of Orlando
119537 , Community Blood Center of South Florida
110029 , Community Eye Center
119754 , Community Health Centers of Pinellas
119626 , Community Health of South Florida Inc (CHI)
119094 , Community Hospice and Palliative Care
119621 , Compass Health Systems
119145 , Comprehensive Alcoholism Rehabilitation Center
119514 , Concentra Health Services Inc (West Palm Beach)
118100 , Coral Springs Medical Center
119963 , Coral View Surgery Center
119979 , CorrectVision Laser Institute
110120 , Covenant Village of Florida Inc
119614 , CSX Transportation-Employee Health Department
110266 , CyberKnife Center of Miami
110168 , Daley & Associates PrimeMed of Tampa Bay
110007 , Daniel Ettedgui DO PA-Physical Medicine & Rehabilitation Office
119108 , DaVita Dialysis Center (Florida)
110498 , Delray Beach Surgery Center
119553 , Delray Medical Center
118131 , Department of Health (Alachua County)
119549 , Dermatology Associates of Tallahassee
110275 , Dermatology Southeast St Johns
110343 , DermCare Management-Dania Dermatology
119687 , Dermpath Diagnostics
119741 , DermPath Diagnostics-Bay Area
119879 , Design Neuroscience Center
119163 , Diabetes and Endocrine Center
119104 , Diabetes Research Institute (DRI)
119746 , Diagnostic Center for Women LLC
119155 , Dialysis Clinic Inc
110192 , Digestive Disease Services of South Florida PA-Luis S Nasiff MD
119600 , District Clinical Holdings Inc (C L Brumback Primary Care Clinics)
117024 , Doctors Hospital
119711 , Doctors Hospital Sports Medicine & Rehabilitation Center
119745 , Douglas L Gotlin DO-Ob/Gyn Office
119068 , Dr P Phillips Hospital
119095 , Drug Abuse Comprehensive Coordinating Office (DACCO)
119073 , Duval County Health Department
119721 , East Florida Graduate Medical Education Consortium
119813 , Elite Imaging LLC-Dr Siddharth Pandya
119719 , Emerald Shores Rheumatology
119799 , Empath Health Inc
110195 , Empower U Inc Community Health Center
110205 , Encompass Health Rehabilitation Hospital of Miami LLC
118109 , Encompass Health Rehabilitation Hospital of Sunrise
119961 , Endoscopy Center (GastroMed-Coral Gables)
110022 , EnVision Largo
110186 , Enzo L Abad DO-PM&R and Pain Management Office
110140 , ER 24/7 in Riverview
119732 , Escambia Community Clinics Inc
119551 , Eye Associates of Tallahassee
110501 , Eye Care and Surgery Cener of Fort Lauderdale
118103 , Fawcett Memorial Hospital
119507 , Fertility Center of Orlando
119948 , First Coast Dermatology
119976 , First Coast Mental Health
119975 , First Coast Psychiatric Services
119077 , FIU Health Services
119883 , Florida Academic Dermatology Center
119547 , Florida Atlantic University Charles E Schmidt College of Medicine
119814 , Florida Behavioral Medicine
118001 , Florida Blood Services
119698 , Florida Cancer Specialists and Research Institute
110345 , Florida Center for Dermatology PA
119611 , Florida Department of Health in Clay County
110729 , Florida Department of Health Palm Beach County
119990 , Florida District 12 Medical Examiner's Office
118011 , Florida Elks Children's Hospital
119854 , Florida Fertility Institute
110726 , Florida Health Science Center
119069 , Florida Heart and Vascular Center
119164 , Florida Heart Group
119112 , Florida Infectious Disease Group
119710 , Florida International University-Athletic Training Department
110081 , Florida Joint & Spine Institute
119086 , Florida Living Nursing Center Inc
119024 , Florida Orthopedic Institute
118129 , Florida Pain Clinic (Ocala)
110082 , Florida Psychiatric Associates
110133 , Florida Sleep and Neuro Diagnostic Services Inc
119505 , Florida State University College of Medicine
110221 , Fort Lauderdale Eye Institute
119126 , Foundation for Orthopaedic Research and Education
110064 , Freedom Village at Bradenton
110053 , Full Circle Health
119751 , Gastroenterology Associates of Pensacola
119962 , GastroMed-Miami
119521 , Gateway Health Systems (Gateway Community Center)
119576 , Geo-Care Group Inc
110020 , Glaucoma Associates of Florida
119957 , Glick Skin Institute-SCACCE (Margate)
119540 , Golisano Children's Hospital of Southwest Florida
110116 , Gonzalo F Yanez Medical
119127 , Gracepoint
119887 , Greater Miami Skin & Laser Center
119099 , Gulf Breeze Hospital
110021 , Gulf Coast Retina Associates
118003 , H Lee Moffitt Cancer Center and Research Institute
110165 , Halifax Medical Center
119146 , Hanley Center
110042 , Harbour's Edge Senior Living Community
119862 , Haven Hospice
119995 , Haven Medical Group
119717 , HCA Florida St Lucie Hospital
110086 , HCA Florida West Hospital
110180 , HCA Healthcare East Florida Division GME
119627 , HCA Healthcare JFK Medical Center/University of Miami Miller School of Medicine GME Consortium
119806 , HCA Healthcare/USF Morsani College of Medicine GME Programs
119513 , Healthpark
110009 , Heart of Florida Health Center
110079 , Heartland Pediatric Association
119892 , Henderson Behavioral Health
119519 , Herbert Wertheim College of Medicine Florida International University
118119 , Heritage Summit Healthcare of Florida
119021 , Hernando Correctional Institution
119748 , Hialeah Hospital
110209 , Hialeah Nursing & Rehabilitation Center
119520 , Hillsborough County Health Department
118094 , Hillsborough County Medical Examiner Department
119022 , Hillsborough County Sheriff's Office
119936 , Hollywood Dermatology & Cosmetic Specialists-Hallandale
119125 , Hollywood Dermatology & Cosmetic Surgery Specialists-Hollywood
119589 , Holy Cross Hospital
110453 , Hospice of Marion County
119749 , Hospice of the Comforter
110049 , Infectious Disease Consultants MD PA
119965 , Innovative Cancer Institute
110408 , Institute of Endocrinology-Diabetes Health and Hormones
119958 , Institute of Interventional Pain Management
119657 , Institute of Non-Surgical Orthopedics
110003 , Institute of Non-Surgical Orthopedics-DelRay Beach
119968 , Institute of Sports Medicine and Orthopedics
119827 , Integrative Spine & Sports
119869 , Inter Regional Laboratory (IRL)
119697 , Intercoastal Medical Group
119849 , Internal Medicine Associates of Plant City
110013 , International Robotic Prostatectomy Institute
119987 , IRL West Market Laboratory
119606 , Jackson Memorial Long Term Care Center
119543 , Jackson North Community Mental Health Center
119569 , Jackson North Medical Center
119587 , Jacksonville Beach Surgery Center
119089 , Jacksonville Center for Reproductive Medicine
119081 , Jacksonville Orthopaedic Institute (San Marco)
119588 , Jacksonville Surgery Center
110068 , Jacob Cohen MD-Urologist Office
110521 , James A Haley Veterans Hospital
110073 , Jesse Salmeron MD-Otolaryngology Office
110031 , Jessie Trice Community Health Center
119701 , Jet Medical Center
119025 , JFK Medical Center-Main Campus
119018 , Joe Adams Transplant Center
118108 , Joe Di Maggio Children's Hospital-South Broward Hospital District
119750 , Joel D Stein DO-Sports Medicine
110182 , Johns Hopkins All Children's Hospital
119737 , Jorge Bordenave MD-Internal Medicine Office
110071 , Jose Mendez DO-Dermatology Office
118122 , Joseph L Morse Geriatric Center
110038 , Kendall Family Medicine Clinic
119100 , Kendall Regional Medical Center
118118 , Kennedy Space Center
110062 , KidCare Pediatrics
110130 , Kidney Specialists of the Palm Beaches
119863 , Kidney Specialty Center-Alba Gonzalez MD
110091 , Kidz Pediatric Multispecialty Center
110074 , Kindred Hospice
118098 , Kindred Hospital-Bay Area
110416 , Kissimmee Fire Department
110502 , Kubal and Vedula Ophthalmic Associates
119988 , LabCorp (Tampa FL)
110139 , Lake Correctional Institution-Florida Department of Corrections
119607 , Lake Mary Pediatrics
110132 , Lakeland Regional Health
110481 , Lakeland Regional Health Grasslands Campus
118127 , Lakeland Regional Medical Center
110083 , Lakeside Dermatology
119633 , Lakeside Medical Center
119114 , Lakeside Oaks Care Center
119109 , Lakeview Center
119669 , Langley Health Services
119938 , Largo Family Care
118126 , Largo Medical Center
119101 , Larkin Community Hospital
119897 , Larkin Community Hospital Behavioral Health Services
119718 , Larkin Community Hospital Palm Springs Campus
119509 , Larkin Community Hospital Psychiatry PHP & Outpatient Center
110067 , Larkin Family Medicine Center
119743 , Larkin Imaging Center
119951 , Larkin Imaging Diagnostic Center
110015 , Larkin Multispecialty Clinic
119764 , Lauderdale Academic Dermatology
119673 , Lawnwood Regional Medical Center
110329 , Lee Health Cape Coral Hospital
119539 , Lee Memorial Hospital
110183 , Legacy Surgery Center
110173 , Leon Medical Centers
119581 , Levy County EMS
119793 , Life Care Center of Ocala
110277 , Life Is Beautiful MD Family Practice
119092 , LifePath Hospice
119595 , Light of the World Clinic
110043 , Louis and Anne Green Memory and Wellness Center (Christine E Lynnn College of Nursing)
110105 , Luis C Quintero MD-Endocrinology Diabetes & Metabolism
110198 , Luis G Diaz-Rangel MD-Oncology Office
119684 , MacDill AFB 6th Medical Group
110034 , MAHA Medical Group Inc
119139 , Mahesh Amin MD-Cardiology Clinic
110044 , Mahoney Dermatology Specialists PA
119106 , Mailman Center
119955 , Mailman Segal Center for Human Development/Nova Southeastern University
119910 , Manatee County Department of Public Safety
119652 , Manatee County Rural Health Services Inc
119636 , Manatee Memorial Hospital
119928 , Manella Family Medicine LLC/Manella Health & Wellness PA
110122 , Maray Rocher Gomez MD-Internal Medicine Clinic
119512 , Mario S Cuervo Specialist Office
119511 , Marjorie Caro MD-Psychiatry Clinic
119888 , Mark & Kambour MD PA
110172 , Mark Jaffee MD PA-Rheumatoloyg Office
119984 , Matthew Kay MD PA-Ophthalmology Office
110039 , Matthew Taub MD PA-Oncology Office
119087 , Mayflower Retirement Community
118093 , Mayo Clinic (Jacksonville)
119093 , Mayo Clinic Florida Hospital
119117 , Mease Countryside Hospital
119868 , MedEye Associates
119798 , Medical Center of Trinity
119861 , Medical Imaging and Therapeutics LLC
119082 , Medical Partners Surgery Center
110255 , Medical Specialists of the Palm Beaches-Lake Worth
119860 , Melbourne Urgent Care Inc
119635 , Memorial Healthcare System (Hollywood Florida)
118112 , Memorial Hospital (Jacksonville)
119650 , Memorial Hospital West-South Broward Hospital District
110344 , Memorial Physician Group Infectious Diseases Clinic
119649 , Memorial Regional Hospital South
110276 , Memorial Regional Hospital-South Broward Hospital District
117013 , Mercy Hospital
119141 , Miami Beach Community Health Center (MBCHC)
119885 , Miami Beach Skincenter-Daniel Rivlin MD
119545 , Miami Behavioral Health Center Inc
110511 , Miami Cardiac & Vascular Institute
110052 , Miami Center for Dermatology
119785 , Miami Dermatology and Laser Institutes
119738 , Miami Endocrine Associates
119842 , Miami Hand Center LLC
110713 , Miami Heart Institute and Medical Center
119865 , Miami Infectious Diseases
118096 , Miami Jewish Home and Hospital for the Aged
110191 , Miami Lake Surgery Center
119747 , Miami Neuroscience Center at Larkin Community Hospital
119709 , Miami Orthopedics & Sports Medicine Institute
110219 , Miami Orthopedics & Sports Medicine Institute Surgery Center
119956 , Miami Pain & Diagnostics Center
110088 , Miami Rescue Mission Partnership
119832 , Miami Surgical Center
110320 , Miami Vascular Surgery
110496 , Miami-Dade County Medical Examiner Department
119712 , Miami-Dade County Public Schools
110322 , Miki & Alfonso Hand and Upper Extremity Center
119982 , Mittleman Eye Center
119688 , Mohs Surgery & Cutaneous Oncology
119876 , Moorings Park Center for Healthy Living
118101 , Morton Plant Hospital
110234 , Morton Plant North Bay Hospital
110238 , Morton Plant North Bay Hospital-Recovery Center
110309 , MOSA-Miami Beach
110308 , MOSA-South Miami
110101 , Mount Sinai Medical Center of Florida Inc
110138 , My Doctor PA
119015 , National Pain Institute
119913 , Nature Coast Center for Primary Care-Brooksville Office
119914 , Nature Coast Center for Primary Care-Veterans Avenue-Brooksville
119067 , Naval Aerospace Medical Institute
110256 , Naval Hospital (Jacksonville)
110159 , Naval Hospital (Pensacola)
119136 , Navy Hospital Family Medicine Center
119135 , Navy Hospital Sports Medicine and Reconditioning Team
110108 , Navy Medicine Operational Training Center
119599 , NCH Healthcare System
110382 , NCH Healthcare System North Campus
110385 , NCh Healthcare System PFT Lab
110383 , NCH Healthcare System Sleep Center Airport-Pulling
110384 , NCH Healthcare System Sleep Center Collier
119907 , Neighborhood Health Clinic
110456 , Neighborhood Medical Center
119105 , Neil Goodman MD Infertility Clinic
119584 , Nemours Children's Clinic Jacksonville South
119665 , Nemours Children's Clinic-Pensacola
110478 , Nemours Children's Health-Jacksonville
119916 , Nemours Children's Hospital
119579 , Nemours Children's Hospital Florida
119668 , NeoGenomics Laboratories
119165 , Nephrology Associates Central Florida PA-Florida Hospital South
110206 , Nephrology Specialists of Florida LLC
110048 , Neurology Associates PA
119705 , New Leaders in Fertility and Endocrinology
110125 , NewLife Fertility
119999 , Nicklaus Children's Dan Marino Outpatient Center
110311 , Nicklaus Children's Hospital
110289 , Normandy Park Emergency Department
118099 , North Broward Hospital District
119516 , North Florida Obstetrical & Gynecological Associates PA
119122 , North Florida Regional Medical Center
110525 , North Florida/South Georgia Veterans Health System
119800 , North Shore Hospital Inpatient
119755 , North Shore Medical Center
119703 , Northeast Florida State Hospital
119637 , Northside Hospital
119542 , Northwest Medical Center
119774 , Nousari Dermatology
117082 , Nova Southeastern University College of Osteopathic Medicine
119156 , Oak Hammock at the University of Florida
119557 , Oak Hill Hospital
110281 , Oaks at Avon
119147 , Oakwood Center of the Palm Beaches
110131 , Ob/Gyn Specialist-Palm Beaches
119792 , Ocala Family Medical Center
119597 , Ocala Health System
119602 , Ocala Regional Medical Center
118117 , Occupational Safety and Health Administration (Tampa)
119866 , Office of Mario Magcalas MD PA
118018 , Office of the Medical Examiner-District Nine
110102 , OHC-Health Central
110199 , Oncology and Radiation Associates
119622 , OneBlood Inc
119870 , OneBlood-Fort Lauderdale Campus
110482 , OPMC Park West FSED
119796 , Optimum Point of Care-Geriatrics
110193 , OpusCare of South Florida
119562 , Orange County EMS System
119113 , Orange County Public Health Unit
119131 , Orange County Secondary Services
119598 , Orange Park Medical Center
118132 , Orlando Health
119610 , Orlando Health Heart Institute
110429 , Orlando Medical Institute
110258 , Orlando Regional Medical Center
119130 , Orlando VA Medical Center
119835 , OrthoNow Biscayne
119118 , Orthopaedic Associates of West Florida
119119 , Orthopaedic Specialties of Tampa Bay
119844 , Orthopaedic Trauma Service (Division of Florida Orthopaedic Institute)
119903 , Orthopedic Associates of South Broward
119820 , Orthotic & Prosthetic Centers
110417 , Osceola County Fire Rescue & EMS
119548 , Osceola Regional Medical Center
119645 , Outpatient Surgical Services
110347 , Pal Beach Dermatology
119535 , Palace Nursing and Rehabilitation Center
119671 , Palm Beach Consortium for Graduate Medical Education
110566 , Palm Beach Diabetes & Endocrine Specialists
119807 , Palm Beach Neuroscience Institute
119676 , Palmetto General Hospital
119616 , Palms Medical Group-Gainesville
119617 , Palms Medical Group-Pediatrics Office
119648 , Palms West Hospital
119834 , Park Avenue Dermatology
119946 , Parks Dermatology
119924 , Passageway Residence of Dade County
110380 , Pavilion at Doral
119947 , Pearl Chu Kwong MD PLLC-Pediatric Dermatology Office
110500 , Pedaitric Ophthalmology Consultants of South Florida
110181 , Pediatric Associates-Plantation
119886 , Pediatric Center of Excellence
110070 , Pediatric Neurologists of Palm Beach Gardens
119896 , Pediatric Neurology
110121 , Pedro Diaz MD-Cardiologist Clinic (Hialeah)
119970 , Pedro Reimon MD-Pediatrician Office
119619 , Pensacola Lung Group PA
118102 , Pensacola Medical Education Program
119672 , Physician Associates LLC
118105 , Physicians Regional Medical Center (Naples)
119529 , Pinellas County Health Department-St Petersburg Center
119922 , Pinellas County Public Defender's Office
119815 , Pinellas County Sheriff's Office
119696 , Pines of Sarasota
119819 , Pinnacle Medical Group
119558 , Planned Parenthood of Southwest and Central Florida
119707 , Planned Parenthood of Southwest and Central Florida-Orlando
110142 , Plant City ER
119560 , Plantation General Hospital
119809 , PM&R/Rehab Neurology
110262 , Polk County Fire Rescue
110060 , Prabodh K Kapila MD-Rheumatology Office
119908 , Premier Community Healthcare Group Inc
119791 , Premier Pediatrics
119857 , Premier Rheumatology & Endocrinology
110464 , Preventive Cardiology and Internal Medicine Associates
110117 , Project Access Foundation
110054 , Prostate Cancer Institute
119159 , Pulmonary Care Central Florida
110189 , Pulmonary Physicians of South Florida LLC-South Miami
110200 , Pulmonary Physicians of South Florida-Kendall
110250 , Pulmonary Physicians of South Florida-LeJeune Sleep Center
119596 , Radiology Associates of St Petersburg
119090 , Rainbow Center for Women Adolescents Children and Families
110178 , Recovery First of Florida LLC
119556 , Regional Medical Center Bayonet Point
119522 , Renaissance Behavioral Health (MHC Jacksonville)
119969 , Retina Department of MedEye Associates
119980 , Retina Macula Specialists of Miami
119939 , Richard M Rubenstein MD-Skin & Cancer Office
110201 , River Oaks Treatment Center
119620 , River Region Human Services Inc
119934 , Riviera Palms Rehabilitation Center
110061 , Robert Young MD-Internal Medicine Office
110282 , Royal Care of Avon Park
110269 , Ruth & Norman Rales Jewish Family Services
110330 , Ryder Trauma Center/Jackson Memorial
110396 , Sacred Heart Hospital of Pensacola
110072 , Sanitas Medical Center
119083 , Santa Fe College Athletic Training Department
110126 , Santa Rosa Medical Center
119699 , Sarasota Arthritis Center & Drug Research Center
119700 , Sarasota Memorial Health Care Clinic at Newtown
119111 , Sarasota Memorial Hospital
110211 , Shady Grove Fertility
110461 , Shands Hospital at the University of Florida-Gainesville
118125 , Shands Lake Shore Regional Medical Center
118130 , Shands Starke Regional Medical Center
119658 , Shino Bay Cosmetic Dermatology and Laser Institute
118002 , Shriners Hospitals for Children (Tampa)
110497 , Sibia Eye Institute-Boynton Beach
119803 , Signature Healthcare Center of Waterford
119752 , Sinfonia Family Services of Florida
119780 , Skin and Cancer Associates Center for Cosmetic Enhancement
119708 , South Broward Community Health Services
119591 , South County Mental Health Centers
119927 , South Florida ENT Associates
119075 , South Florida Evaluation and Treatment Center
110216 , South Florida Institute of Sports Medicine-Alfred A DeSimone MD
119966 , South Florida Oncology-Hematology Consultants
110046 , South Florida Proton Therapy Institute LLC
119810 , South Florida School of Sleep Medicine
119826 , South Florida Spine & Sports Specialists
110499 , South Florida Vision
119091 , South Miami Hospital
119555 , South Seminole Hospital
110455 , Southeast Neurological Specialists
119550 , Southeastern Plastic Surgery
110484 , Southern Winds Hospital
110274 , Southside Dermatology
110493 , Specialty Retina Center
110415 , St Cloud Fire Department
110239 , St Joseph's Children's Hospital
119134 , St Joseph's Children's Hospital (Morton Plant Mease)
110520 , St Joseph's Hospital
110335 , St Joseph's Hospital Behavioral Health Center
110240 , St Joseph's Women's Hospital
119143 , St Mary's Hospital
119983 , St Michael's Eye and Laser Institute
119634 , St Petersburg General Hospital
110148 , St Vincent's Medical Center
110215 , St Vincent's Medical Center Southside
119758 , State of Florida Department of Health Clay County Health Department
119858 , Steven L Kanner DO-Internal Medicine Office
119628 , Sulzbacher Health Center
119817 , Suncoast Center Inc
119852 , Suncoast Community Health Centers Inc
119110 , Sunrise Health and Rehabilitation Center
119801 , Sunrise Medical Group
110397 , Sunview Medical Center
119847 , Surfside Non-Surgical Orthopedic-Sports Medicine and Pain
119840 , Surgery Center at Doral
119531 , Surgery Center of Weston LLC
110127 , Surgical Center of Pinellas
119663 , Surgical Park Center
119902 , Surgicare of Miramar
110063 , Surrey Place Healthcare & Rehabilitation
110522 , Tallahassee Memorial HealthCare
119702 , Tampa Family Health Centers Inc
118104 , Tampa General Hospital
118116 , TECO (Tampa Electric Company)
119517 , The Blood Alliance (Deerwood Park)
119977 , The Center for a Healthy Mind and Wellbeing
110008 , The Center for Orthopaedic Innovations
119794 , The Centers of Marion County
118110 , The Children's Home Inc
119661 , The Hand Institute
119124 , The Skin Institute of South Florida
119761 , Tidewell Hospice
119838 , Tom Lee Community Health Center
119783 , TruDerm
119149 , Twin Lakes Medical Center
119074 , UF Health Cancer Center at Orlando Health
119088 , UF Health Emerson Medical Plaza
110486 , UF Health Jacksonville
110024 , UF Health North
119071 , UF Pediatric Cardiovascular Center
119076 , UF Pediatric Multispecialty Center
118111 , UHZ Sports Medicine Institute
119084 , University Athletic Association Inc
119759 , University Hospital and Medical Center
119530 , University of Central Florida College of Medicine
119518 , University of Central Florida Health Services
119694 , University of Central Florida/HCA Healthcare GME
119501 , University of Florida College of Medicine
119679 , University of Florida College of Medicine Anesthesia Department-Jacksonville
119502 , University of Florida College of Medicine Jacksonville
119612 , University of Florida Health Cancer Center
119797 , University of Florida Orthopaedics and Sports Medicine Institute
119541 , University of Florida Proton Therapy Institute
119574 , University of Florida-Division of Child Protection/Forensic Pediatrics
110721 , University of Miami Hospital and Clinics
110701 , University of Miami Hospital and Clinics/Bascom Palmer Eye Institute-Anne Bates Leach Eye Hospital
119895 , University of Miami Hospital and Clinics/Lennar Foundation Medical Center
119014 , University of Miami Hospital and Clinics/Sylvester Comprehensive Cancer Center
110707 , University of Miami Hospital and Clinics/UHealth Tower
119123 , University of Miami Neurology Clinic
110033 , University of Miami School of Law
110314 , University of Miami/Jackson Health System
119128 , University of North Florida Affiliated Physician Practices
118097 , University of South Florida College of Public Health
110184 , University of South Florida Morsani College of Medicine
119523 , University of West Florida
118016 , University Psychiatry Center
110722 , US Air Force Regional Hospital
110160 , US Navy Experimental Diving Unit
110058 , US Physiatry
119525 , USF Health Byrd Alzheimer's Institute
119528 , USF Health-17 Davis Building
119527 , USF Health-Children's Medical Clinic (CMS)
119526 , USF Health-Eye Institute
119132 , USF Health-Medical Clinics North Campus (Morsani Center)
119133 , USF Health-Medical Clinics South Campus (South Tampa Center)
119524 , USF Health-Memory Disorders Clinic
110118 , Vanguard Medical Group
119771 , Vanguard Plastic Surgery
110325 , Ventre Medical Associates
110302 , Veterans Affairs Medical Center (Bay Pines)
110507 , Veterans Affairs Medical Center (Lake City)
110515 , Veterans Affairs Medical Center (Miami)
119618 , Veterans Affairs-Joint Ambulatory Care Center
119582 , Veterans Health System Jacksonville Outpatient Clinic
119515 , Vicar's Landing Nursing Home
119974 , Vijapura Behavioral Health
110265 , Vitas Healthcare Corporation of Florida
110321 , Vitas Healthcare of Florida
119533 , Vitas Innovative Hospice Care of Dade-Monroe South
119940 , Vitro Molecular Laboratories
110452 , Volunteers in Medicine-Jacksonville
110177 , Wekiva Springs Center
110248 , Wellington Center of Internal Medicine/Internal Medicine Residency Clinic
119639 , Wellington Regional Medical Center
119578 , Wellington Retreat Inc
119575 , West Boca Medical Center
119157 , West Coast Child Neurology Associates PA
119795 , West Coast Musculoskeletal Institute
119804 , West Gables Rehabilitation Hospital
119534 , West Kendall Baptist Hospital
119629 , West Marion Community Hospital
118120 , West Palm Beach VA Medical Center
119674 , Westchester General Hospital Inc
