AMC_No,AMC_Name
030506 , Banner-University Medical Center Tucson
039574 , Barnet Dulaney Perkins Eye Center
038156 , Barrow Neurological Institute
030136 , Barrow Neurological Institute at St Joseph's Hospital and Medical Center
038032 , Biltmore Advanced Imaging Center
038045 , Biltmore Surgical Center
039582 , Bone and Joint Center of Yuma
038192 , Boston IVF-The Arizona Center
039565 , Brookdale Flagstaff Senior Living Solutions
038196 , Camp Lowell Medical Specialist
038155 , Caniglia Center
038182 , Canyon Vista Medical Center
038175 , Cardon Children's Medical Center
038152 , Carondelet Holy Cross Hospital
038031 , Carondelet St Mary's Hospital
038116 , Casa de la Luz Hospice
038148 , Casa de Los Ninos
038138 , Cenpatico Behavioral Health of Arizona
030044 , Center for Neurology and Spine PC
038119 , Center for Pain & Supportive Care
039569 , Central Arizona Urologists Ltd
038161 , Children's Clinics for Rehabilitative Services
038062 , Children's Orthopedic Specialists
030495 , Children's Rehabilitative Services-St Joseph's Hospital
030014 , Chiricahua CHC Inc Pediatric Center for Excellence
038108 , Choices Network
030041 , Clear Sky Dermatology
039566 , Coconino County Public Health Services District
038030 , Columbia Medical Center (Phoenix)
039631 , Community Bridges-Cactus Integrated Care Center
039632 , Community Bridges-Central City Addiction and Recovery Center
039633 , Community Psychiatric Emergency Center
038136 , Connections Arizona
039012 , Cornea Associates
038077 , Cottonwood de Tucson
038139 , Crisis Response Center
039576 , Crystal Canyon Ear Nose Throat and Facial Plastic Surgery
038117 , Dermatology Center-Tucson Office
038120 , Dermpath Diagnostics
038034 , Desert Dialysis Center
030056 , Desert Garden Montessori School Inc-Consultation
038025 , Desert Hills Center for Youth
038080 , Desert Horizons Psychiatric Services
038150 , Desert Sky Spine and Sports Medicine
039580 , Desert Spine Institute
038065 , Desert Vista Behavioral Health Center
038070 , Devereux
038163 , Dignity Health Chandler Regional Medical Center
030077 , Dignity Health East Valley
039593 , Dignity Health Mercy Gilbert Medical Center
038096 , District Medical Group
038207 , Dyson Dermatology PLLC
039600 , El Rio Community Health Center
038164 , Encompass Health Rehabilitation Institute of Tucson
039583 , ENT of Yuma
030043 , Epiphany Dermatology
038131 , Fishkind Bakewell and Maltzman Eye Care and Surgery Center
039572 , Flagstaff Bone & Joint
038145 , Flagstaff Medical Center
038146 , Foothills Surgery Center
038074 , Forensic Science Center/Office of Medical Examiners
038049 , Fort Defiance Indian Medical Center
038133 , Fresenius Medical Care-North Phoenix Peritoneal Dialysis
038134 , Fresenius Medical Care-North Scottsdale Dialysis
038124 , Gateway Surgical Center
030135 , Genesis ObGyn
039581 , Gregory Peare MD-Orthopedic Surgery Office
038103 , GSRMC/VA Medical Center
038023 , Hand Surgery Associates
038021 , Harrington Arthritis Research Center
030085 , Havasu Regional Medical Center
038123 , Haven Senior Horizons
039573 , Health Choice Integrated Care
030074 , Health Current
038189 , HonorHealth
038190 , HonorHealth Deer Valley Medical Center
030038 , HonorHealth Heart Group-Deer Valley
030036 , HonorHealth Heart Group-John C Lincoln
030035 , HonorHealth Heart Group-Shea
038046 , HonorHealth John C Lincoln Medical Center
030039 , HonorHealth Medical Group-Jomax Clinic
030008 , HonorHealth Medical Group-Neurology
030078 , HonorHealth Medical Group-North Phoenix Primary Care
030080 , HonorHealth Physical Medicine & Rehabilitation-John C Lincoln
038125 , HonorHealth Piper Surgery Center
038209 , HonorHealth Rehabilitation Hospital
030073 , HonorHealth Research Institute
030512 , HonorHealth Scottsdale Osborn Medical Center
038024 , HonorHealth Scottsdale Shea Medical Center
038176 , HonorHealth Scottsdale Thompson Peak Medical Center
038198 , Hopi Health Care Center
038075 , Hospice of the Valley
030026 , Hospice of the West
038112 , Hospitalists of Arizona Inc
038069 , Hu Hu Kam Memorial Hospital
030032 , In Balance Academy Therapeutic Boarding School
030070 , Innovation Care Partners
038186 , Kingman Regional Medical Center
038181 , Kissito Healthcare Palm View
038151 , Liberty Mutual Group-Western Region
038202 , Little Colorado Medical Center
039563 , Maffi Clinic
038089 , Magellan Health Services of Arizona Inc
038054 , Maricopa County Department of Public Health
038092 , Maricopa County Forensic Science Center
030019 , Maricopa County Juvenile Detention
030029 , Maricopa County Office of the Medical Examiner
038019 , Mayo Clinic (Arizona)
038029 , Mayo Clinic Hospital (Arizona)
038157 , McDowell Healthcare Center
030057 , Mercy Care
030150 , MHC Healthcare
038140 , MHC Healthcare/Marana Health Center
038180 , Midwestern University GME Consortium
038184 , Midwestern University Multi-Specialty Clinic
038129 , Mirasol Eating Disorder Recovery Center
038153 , Mount Graham Regional Medical Center
039567 , Mountain Heart
038187 , Mountain Vista Medical Center
030042 , MVP Orthopedics and Sports Medicine PC
038104 , National Institutes of Health (NIH) Phoenix Branch
039613 , Neighborhood Outreach Access to Health (NOAH)
038071 , New Foundation
030132 , New Pueblo Medicine
038200 , Norman Levine MD-Dermatology Office
038171 , North Country Healthcare
039568 , Northern Arizona Orthopaedics
039575 , Northern Arizona Podiatry
038158 , Northwest Fire District
030027 , Northwest Health System
038035 , Northwest Medical Center
038162 , Oasis Hospital
039561 , Omni Dermatology
050080 , One Medical Group of Arizona
038093 , Orthopaedic Clinic Association
038064 , Orthopaedic Oncology PLLC
038072 , Osborn School District
038149 , Pain Institute of Southern Arizona
038205 , Palm Canyon Dermatology
039592 , Palo Santo Psychotherapy and Wellness
038079 , Pantano Behavioral Health Services
038111 , Paradise Valley Cosmetic Surgery Center
038137 , Partners in Recovery
038028 , Phoenix Area Medical Education Consortium
038015 , Phoenix Children's Hospital
039628 , Phoenix Neurological Associates
038086 , Phoenix Perinatal Associates
030147 , Phoenix Police Crime Laboratory
030504 , Phoenix VA Health Care System
038178 , Pima County Adult Detention Center
038078 , Pima County Juvenile Court
038118 , Pima Dermatology
030134 , Pima Heart and Vascular
039623 , Plastic and Reconstructive Surgery
038100 , Providence Corporation (Arizona) Childrens Behavioral Health
038095 , Pulmonary Associates
030071 , Renal Care Organization
038195 , Reproductive Choice Arizona (Family Planning Associates Medical Group)
039081 , Retina Associates
038159 , Rio Rico Fire District
038121 , Sagewood Senior Living Community
039627 , Santa Rosa Care Center
030518 , Sonora Behavioral Health
038174 , Sonoran Orthopedic Trauma Surgeons PLLC
038173 , Sonoran Spine Center-Scottsdale (Shea)
030501 , Southern Arizona VA Health Care Center (Tucson)
038073 , Southwest Human Development
038127 , Southwest Network Inc
030091 , Southwest Rehab
038107 , Southwest Shoulder Elbow and Hand Center
038201 , Southwestern Surgery Associates
039564 , Specialists in Dermatology PLLC
038058 , St Elizabeth of Hungary Clinic
039598 , St Joseph Hospital and Medical Center
030523 , St Luke's Medical Center
030159 , St Vincent de Paul Virginia G Piper Medical Clinic
038197 , Summit Healthcare Regional Medical Center
038132 , Sunset Community Health Center
038085 , Translational Genomics Research Institute
038088 , Tuba City Regional Health Care
038172 , Tucson ENT Associates PC
039589 , Tucson Eye Care
038167 , Tucson Fire Department
030497 , Tucson Hospitals Medical Education Program Inc
030235 , Tucson Medical Center
038051 , Tucson Orthopaedic Institute
038053 , United Blood Services Blood Bank
038115 , United Community Health Center Inc
039571 , United Surgical Partners
038101 , University of Arizona Campus Health Services
030246 , University of Arizona College of Medicine at South Campus
038179 , University of Arizona College of Medicine-Phoenix
030509 , University of Arizona College of Medicine-Tucson
038056 , University of Arizona College of Public Health
038154 , University of Arizona Medical Center
038094 , University Orthopaedic Specialists
030503 , US Air Force Hospital
038057 , Valley Anesthesiology Consultants
038090 , Valley ENT
038110 , Valley Perinatal Services-Scottsdale Office
038099 , Valley Urogynecology Associates Ltd
030253 , Valleywise Health Medical Center
038183 , Verde Valley Medical Center
039570 , Walter John Nieri MD-Internal Medicine Office
038199 , Whiteriver Indian Hospital
038141 , Wickenburg Community Hospital
038203 , Winslow Indian Healthcare Center Inc
038193 , Women's Center for Advanced Pelvic Surgery
039579 , Women's Health Specialists
039585 , Yuma Nephrology
038128 , Yuma Regional Medical Center
030092 , Yuma Union High School District
