AMC_No,AMC_Name
169520, Lurie Children's Hospital Outpatient Sports Medicine Clinics   
169633, Lurie Children's Outpatient Center in Arlington Heights   
160095, Lurie Children's Outpatient Center in New Lenox   
169518, Lurie Children's Outpatient Center in Northbrook   
169519, Lurie Children's Outpatient Center in Westchester   
168025, Marianjoy Rehabilitation Hospital   
169608, Mark McKeigue DO Family Medicine Sports  
169502, McGaw Medical Center of Northwestern University   
168066, Memorial Health Care Children's Center   
160786, Memorial Hospital   
160508, Memorial Hospital of Carbondale   
160329, Mercy Hospital and Medical Center   
169613, Mercyhealth GME Consortium   
169616, Mercyhealth Hospital and Trauma Center Riverside  
160180, Metropolitan Child and Adolescent Services   
168133, MetroSouth Medical Center   
168089, Midwest Ear Nose and Throat Associates   
168090, Midwest Orthopedic Center   
168135, Midwest Palliative and Hospice Care Center   
168044, Midwestern Regional Medical Center   
168120, Midwestern University Pharmacology Department   
160010, Mississippi Valley Regional Blood Center   
168112, Montgomery Place   
160339, Mount Sinai Hospital Medical Center of Chicago   
169583, Multack Eye Care SC   
168130, New Trier Township High School District 203   
168121, North Park University Athletic Department   
168080, North Shore Center for Facial Plastic and Cosmetic Surgery   
168024, NorthShore Glenbrook Hospital   
160754, NorthShore Highland Park Hospital   
160753, NorthShore Skokie Hospital   
169532, NorthShore University HealthSystem Glenbrook Family Care Center   
168104, Northwest Orthopedic Associates   
169529, Northwestern Lake Forest Hospital   
169522, Northwestern Medical Group   
169550, Northwestern Medicine Central DuPage Hospital   
169626, Northwestern Medicine Chicago Proton Center   
169617, Northwestern Medicine Delnor Hospital   
169562, Northwestern Medicine McHenry Hospital   
160286, Northwestern Memorial Hospital   
168105, Northwestern Orthopedic Institute   
168138, Northwestern University   
169523, Northwestern University Training Room   
160732, Oak Forest Health Center   
160098, Oak Street Health Madison St Clinic  
160502, Office of the Medical Examiner of Cook County   
168076, Oncology/Hematology Associates of Central Illinois   
169629, OrthoIllinois   
169505, Orthopedic Center of Illinois   
168106, Orthopedic Surgery Specialists Ltd   
160768, OSF HealthCare Heart of Mary Medical Center at Urbana   
168070, OSF St Anthony Medical Center   
160398, OSF St Francis Medical Center   
169611, OSF St Joseph Medical Center   
169546, Parkland College Sports Medicine Program  
168099, Paul Revere Elementary School   
160001, Pavilion Behavioral Health System   
168091, Peoria City County Health Department   
168092, Peoria Ear Nose and Throat Group   
168078, Physicians Immediate Care Cumberland  
169627, Planned Parenthood of Illinois   
160061, Planned Parenthood Springfield Health Center  
169596, Positive Sobriety Institute (PSI)   
169580, Prairie State Pulmonary & Sleep Consultants   
169541, Prentice Women's Hospital   
168139, Presbyterian Homes   
169578, Primary Health Associates PC   
169544, Promise Healthcare   
160201, Provident Hospital of Cook County   
169536, Quincy University   
168109, Rainbow Hospice Center   
168033, Rehabilitation Foundation Inc   
168094, Renal Care Associates   
168122, Resurrection Behavioral Health   
160121, Resurrection Medical Center   
168049, Riverside Medical Center   
160471, Rockford Health System   
160066, Rockford Spine Center   
168054, Rush Oak Park Hospital   
160278, Rush University Medical Center   
167005, Rush Copley Medical Center  
168071, Sangamon County Department of Public Health   
168125, Sangamon County Juvenile Detention Center   
160480, Schwab Rehabilitation Hospital and Care Network   
160476, Scott Medical Center   
169539, Seasons Hospice & Palliative Care Inc   
169615, Serenity Hospice and Home   
160491, Shirley Ryan AbilityLab   
168141, Shirley Ryan AbilityLab Day Rehab and Spine & Sports Rehabilitation Center  
169528, Shirley Ryan AbilityLab Spine & Sports Rehabilitation Center  
160312, Shriners Hospitals for Children (Chicago)   
169570, Silver Cross Hospital and Medical Centers   
169581, South Suburban Cardiology Associates Ltd   
168056, Southern Illinois Healthcare Foundation   
160041, Southern Illinois Healthcare Foundation Alton  
160512, Southern Illinois University School of Medicine   
169582, Southwest Women's Healthcare Associates   
169575, Specialty Physicians of Illinois LLC   
168077, Springfield Clinic Outpatient Facility   
160509, Springfield Memorial Hospital   
168063, Springfield School District 186   
169525, St Alexius Medical Center   
160370, St Anthony Hospital   
169558, St Anthony's Hospital   
169614, St Bernard Hospital and Health Care Center   
167112, St Elizabeth Medical Center   
160787, St Elizabeth's Hospital   
160143, St Elizabeth's Hospital   
160168, St Francis Hospital   
160503, St John's Hospital   
168097, St Jude Midwest Affiliate (Peoria)   
167128, St Mary Hospital   
160133, St Mary of Nazareth Hospital Center   
160767, St Mary's Hospital   
160036, Statesville Correctional Center   
160446, Swedish American Hospital   
160342, Swedish Hospital   
169543, Symphony at SouthShore Nursing Home   
169538, Taylorville Memorial Hospital   
169555, The Clare   
168050, Thorek Memorial Hospital   
168046, Trinity Regional Health Center   
160390, UnityPoint Health Methodist  
168127, UnityPoint Health Proctor  
169524, University of Chicago Bernard Mitchell Hospital   
160763, University of Chicago Comer Children's Hospital   
160465, University of Chicago Medical Center   
160762, University of Illinois College of Medicine at Chicago   
160751, University of Illinois College of Medicine at Peoria   
160504, University of Illinois College of Medicine at Rockford   
160752, University of Illinois College of Medicine at Urbana   
160337, University of Illinois Hosp Illinois Eye and Ear Infirmary  
160447, University of Illinois Hospital and Clinics   
169628, University of Illinois Hospital and Health Sciences System   
160769, University of Illinois School of Public Health   
169545, University of Illinois Sports Medicine Program  
160766, Veterans Affairs Medical Center (Danville)   
160243, Veterans Affairs Medical Center (Lakeside)   
168047, Veterans Affairs Medical Center (Marion)   
169612, Vibra Hospital LLC   
169557, Vista Medical Center East   
160012, VITAS Hospice and Palliative Care   Home Hospice  
160011, VITAS Inpatient Hospice Unit at INSIGHT Hospital & Medical Center Chicago   
168058, Warren Barr Pavilion   
168107, Weil Foot and Ankle Institute (Des Plaines)   
169504, Weil Foot and Ankle Institute (Lincoln Park)   
169620, Wesley Place Rehab   
160454, West Suburban Medical Center   
160009, Whole Beauty Institute   
168108, Womens Treatment Center   
167049, Woodlake Specialty Hospital   
