AMC_No,AMC_Name
218056 , LSU School of Medicine Division of Law and Psychiatry
210048 , LSU Shreveport-Departmet of Athletics
210055 , Maples LLC
210223 , Medical Center of Louisiana-University Hospital Campus
210409 , Memorial Medical Center
218045 , Mercy Family Center (Metairie)
218082 , Metropolitan Human Services District
219528 , Mid City Medicine Clinic
218100 , Minden Medical Center
218057 , Nelson Coleman Correctional Center (St Charles Parish Jail)
218120 , NeuroMedical Center of Baton Rouge
218035 , New Orleans Health Care for the Homeless Clinic
219544 , NHS Human Services Inc
218034 , North Caddo Medical Center
218092 , North Oaks Health System
210040 , Northwest Louisiana Nephrology
218091 , Oakwood of Acadiana/River Oaks Retirement Manor
218115 , Oceans Behavioral Hospital (Greater New Orleans)
218121 , Ochsner Baptist Medical Center
218116 , Ochsner Extended Care Hospital of Kenner-LHC Group
210018 , Ochsner LSU Asthma Allergy and ENT Center-Shreveport
219530 , Ochsner LSU Health Monroe (OLH-Monroe)
219529 , Ochsner LSU Health Shreveport (OLH-Shreveport)
210027 , Ochsner LSU Health St Mary Medical Center
210381 , Ochsner Medical Center
218066 , Ochsner Medical Center-Baton Rouge
218030 , Ochsner Medical Center-Kenner
219536 , Ochsner West Bank Hospital
218083 , Odyssey House Louisiana
218051 , Office of Mental Health (Baton Rouge)
218123 , Optima Specialty Hospital
210714 , Our Lady of the Angels Hospital
218059 , Our Lady of the Lake Regional Medical Center
210497 , Overton Brooks Veterans Affairs Medical Center
219539 , Palmetto Addiction Recovery Center
218032 , Parish of Orleans Coroner's Office
219553 , Pennington Biomedical Research Center
219511 , Piker Clinic LLC
218071 , Pinecrest Developmental Center
219552 , Promise Hospital of Louisiana Inc
218068 , Psychiatric Pavillion of New Orleans
218028 , Rapides Regional Medical Center
219549 , Recovery School District-New Orleans Therapeutic Day Program
218079 , Region III Mental Health Clinic
219507 , Regional Urology
218061 , Rehabilitation Hospital of Acadiana Long Term Acute Care
219518 , River Oaks Hospital
219514 , Seaside Behavioral Hospital
218103 , Shreveport Mental Health Center
210047 , Shreveport Mudbugs-Department of Athletics
210410 , Shriners Hospitals for Children (Shreveport)
218042 , Slidell Memorial Hospital
210490 , Southeast Louisiana Hospital
219523 , Southeast Louisiana Veterans Health Care System
219525 , Southeastern Louisiana University-Department of Kinesiology/Health Studies
218113 , St Anna's Episcopal Church
210003 , St Francis Medical Center
210036 , St Margaret's at Mercy
218077 , St Thomas Community Clinic
218074 , Swanson Center for Youth
218087 , Terrebonne General Medical Center
210193 , Touro Infirmary
218027 , Tulane Hospital for Children
218085 , Tulane Institute of Sports Medicine
210485 , Tulane University Hospital and Clinics
219501 , Tulane University School of Medicine
210493 , Tulane University School of Public Health and Tropical Medicine
218063 , Tulane-Lakeside Hospital
210727 , University Medical Center New Orleans
210100 , Veterans Affairs Medical Center (Alexandria)
210733 , Veterans Affairs Medical Center (New Orleans)
219556 , Wellspring Alliance for Families Inc
218040 , West Jefferson Medical Center
210028 , Willis-Knighton Health System
210459 , Willis-Knighton Medical Center
218062 , Woman's Hospital
219524 , Women and Children's Hospital
