AMC_No,AMC_Name
260004 , Twin Cities Orthopedics Eagan-Viking Lakes
260018 , Twin Cities Orthopedics-Burnsville
268024 , Twin Cities Orthopedics-Crosstown
260008 , Twin Cities Orthopedics-Maple Grove
260009 , Twin Cities Orthopedics-Minnetonka
260010 , Twin Cities Orthopedics-Robbinsdale
268028 , Twin Cities Scoliosis Spine Center
268032 , Twin Cities Spine Center
260311 , United Hospital
268041 , Unity Hospital (Minneapolis)
269501 , University of Minnesota
268098 , University of Minnesota (Rochester)
269511 , University of Minnesota Bierman Training Room
268128 , University of Minnesota Masonic Children's Hospital
260254 , University of Minnesota Medical Center
268094 , University of Minnesota Physicians Radiation Therapy Center
269521 , University of Minnesota Physicians Sports Medicine Clinic
260495 , University of Minnesota School of Public Health
268124 , University of Saint Thomas Athletic Department
268042 , Waseca Medical Center-Mayo Health System
268060 , Wilder Child Guidance
268058 , William Mitchell College of Law
268129 , Zel Skin and Laser Specialists
