,AMC_No,AMC_Name,URLS,Affiliation_Major,Affiliation_Limited,Affiliation_Graduate,Medical_Center_Address
44,38048, Banner Behavioral Health Hospital (Scottsdale),https://freida.ama-assn.org/institution/038048,,,,"7575 E Earll Dr, Scottsdale, AZ 85251"
45,30020, Banner Behavioral Health Outpatient Clinic,https://freida.ama-assn.org/institution/030020,,,,"8722 E San Alberto Dr, Scottsdale, AZ 85258"
46,38026, Banner Boswell Medical Center,https://freida.ama-assn.org/institution/038026,,"['Creighton Univ Sch of Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",[],"10401 W Thunderbird Blvd, Sun City, AZ 85372"
47,38106, Banner Del E Webb Medical Center,https://freida.ama-assn.org/institution/038106,,Creighton Univ Sch of Med,,"14502 W Meeker Blvd, Sun City, AZ 85357"
48,30516, Banner Desert Medical Center,https://freida.ama-assn.org/institution/030516,"['Univ of Arizona Coll of Med-Phoenix', 'Creighton Univ Sch of Med']",['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],['Mayo Clinic Alix Sch of Med'],"1400 S Dobson Rd, Mesa, AZ 85202"
49,38066, Banner Estrella Medical Center,https://freida.ama-assn.org/institution/038066,"['Univ of Arizona Coll of Med-Phoenix', 'Creighton Univ Sch of Med']",,[],"9201 W Thomas Rd, Phoenix, AZ 85037"
50,38109, Banner Gateway Medical Center,https://freida.ama-assn.org/institution/038109,,,,"1900 N Higley Rd, Gilbert, AZ 85234"
51,30098, Banner Health Center Peoria,https://freida.ama-assn.org/institution/030098,,,,"13640 N Plaza Del Rio Blvd, Peoria, AZ 85381"
52,30151, Banner Ironwood Medical Center,https://freida.ama-assn.org/institution/030151,,,,"37000 N Gantzel Rd, Queen Creek, AZ 85140"
53,39588, Banner Medical Group,https://freida.ama-assn.org/institution/039588,,West Virginia Sch of Osteopathic Med,,"925 E McDowell Rd, Phoenix, AZ 85006"
54,39617, Banner Payson Medical Center,https://freida.ama-assn.org/institution/039617,,Univ of Arizona Coll of Med-Tucson,,"807 S Ponderosa St, Payson, AZ 85541"
55,38191, Banner Surgicenter,https://freida.ama-assn.org/institution/038191,,,,"1040 E McDowell Rd, Phoenix, AZ 85006"
56,38044, Banner Thunderbird Medical Center,https://freida.ama-assn.org/institution/038044,['Creighton Univ Sch of Med'],,['Univ of Nebraska Coll of Med'],"5555 W Thunderbird Rd, Glendale, AZ 85306"
57,30345, Banner University Medical Center-Phoenix,https://freida.ama-assn.org/institution/030345,"['Univ of Arizona Coll of Med-Tucson', 'Univ of Arizona Coll of Med-Phoenix', 'Midwestern Univ Arizona Coll of Osteopathic Med', 'Creighton Univ Sch of Med']",['Paul L Foster Sch of Med Texas Tech Univ Hlth Sci Ctr'],['Mayo Clinic Alix Sch of Med'],"1111 E McDowell Rd, Phoenix, AZ 85062-2174"
58,38142, Banner-University Medical Center South,https://freida.ama-assn.org/institution/038142,Univ of Arizona Coll of Med-Tucson,,,"2800 E Ajo Way, Tucson, AZ 85713"
59,30506, Banner-University Medical Center Tucson,https://freida.ama-assn.org/institution/030506,Univ of Arizona Coll of Med-Tucson,,,"1501 N Campbell Ave, Tucson, AZ 85724"
60,39574, Barnet Dulaney Perkins Eye Center,https://freida.ama-assn.org/institution/039574,,,,"350 N Switzer Canyon Dr, Flagstaff, AZ 86001"
61,38156, Barrow Neurological Institute,https://freida.ama-assn.org/institution/038156,['Creighton Univ Sch of Med'],,['Mayo Clinic Alix Sch of Med'],"350 W Thomas Rd, Phoenix, AZ 85013"
62,30136, Barrow Neurological Institute at St Joseph's Hospital and Medical Center,https://freida.ama-assn.org/institution/030136,"['Univ of Arizona Coll of Med-Tucson', 'Univ of Arizona Coll of Med-Phoenix', 'Mayo Clinic Alix Sch of Med', 'Creighton Univ Sch of Med']","['Paul L Foster Sch of Med Texas Tech Univ Hlth Sci Ctr', 'George Washington Univ Sch of Med and Health Sci']",[],"350 W Thomas Rd, Phoenix, AZ 85013-6604"
63,38032, Biltmore Advanced Imaging Center,https://freida.ama-assn.org/institution/038032,,,,"2141 E Camelback Rd, Phoenix, AZ 85016"
64,38045, Biltmore Surgical Center,https://freida.ama-assn.org/institution/038045,,Creighton Univ Sch of Med,,"2222 E Highland Ave, Phoenix, AZ 85016"
65,39582, Bone and Joint Center of Yuma,https://freida.ama-assn.org/institution/039582,,,,"1763 W 24th St, Yuma, AZ 85364"
66,38192, Boston IVF-The Arizona Center,https://freida.ama-assn.org/institution/038192,,,,"8901 E Mountain View Rd, Scottsdale, AZ 85258"
67,39565, Brookdale Flagstaff Senior Living Solutions,https://freida.ama-assn.org/institution/039565,,,,"2100 S Woodlands Village Blvd, Flagstaff, AZ 86001"
68,38196, Camp Lowell Medical Specialist,https://freida.ama-assn.org/institution/038196,,Univ of Arizona Coll of Med-Tucson,,"3190 N Swan Rd, Tucson, AZ 85712"
69,38155, Caniglia Center,https://freida.ama-assn.org/institution/038155,,,Mayo Clinic Alix Sch of Med,"7102 E Acoma Dr, Scottsdale, AZ 85254"
70,38182, Canyon Vista Medical Center,https://freida.ama-assn.org/institution/038182,['Midwestern Univ Arizona Coll of Osteopathic Med'],['West Virginia Sch of Osteopathic Med'],[],"5700 AZ-90, Sierra Vista, AZ 85635"
71,38175, Cardon Children's Medical Center,https://freida.ama-assn.org/institution/038175,,,Univ of Arizona Coll of Med-Tucson,"1400 S Dobson Rd, Mesa, AZ 85202"
72,38152, Carondelet Holy Cross Hospital,https://freida.ama-assn.org/institution/038152,,Univ of Arizona Coll of Med-Tucson,,"1171 N Target Range Rd, Nogales, AZ 85621"
73,38031, Carondelet St Mary's Hospital,https://freida.ama-assn.org/institution/038031,,,,"1601 W St Mary's Rd, Tucson, AZ 85745-2682"
74,38116, Casa de la Luz Hospice,https://freida.ama-assn.org/institution/038116,,Univ of Arizona Coll of Med-Tucson,,"400 W Magee Rd, Tucson, AZ 85714"
75,38148, Casa de Los Ninos,https://freida.ama-assn.org/institution/038148,,Univ of Arizona Coll of Med-Tucson,,"1101 N 4th Ave, Tucson, AZ 85705"
76,38138, Cenpatico Behavioral Health of Arizona,https://freida.ama-assn.org/institution/038138,,,,"1501 W Fountainhead Pkwy, Tempe, AZ 85282"
77,30044, Center for Neurology and Spine PC,https://freida.ama-assn.org/institution/030044,,,,"5605 W Eugie Ave, Glendale, AZ 85304"
78,38119, Center for Pain & Supportive Care,https://freida.ama-assn.org/institution/038119,,,Mayo Clinic Alix Sch of Med,"4611 E Shea Blvd, Phoenix, AZ 85028"
79,39569, Central Arizona Urologists Ltd,https://freida.ama-assn.org/institution/039569,,,,"1728 W Glendale Ave, Phoenix, AZ 85021"
80,38161, Children's Clinics for Rehabilitative Services,https://freida.ama-assn.org/institution/038161,,Univ of Arizona Coll of Med-Tucson,,"2600 N Wyatt Dr, Tucson, AZ 85712"
81,38062, Children's Orthopedic Specialists,https://freida.ama-assn.org/institution/038062,,Univ of Arizona Coll of Med-Tucson,,"1605 E River Rd, Tucson, AZ 85718"
82,30495, Children's Rehabilitative Services-St Joseph's Hospital,https://freida.ama-assn.org/institution/030495,,,,"124 W Thomas Rd, Phoenix, AZ 85013-1134"
83,30014, Chiricahua CHC Inc Pediatric Center for Excellence,https://freida.ama-assn.org/institution/030014,,Univ of Arizona Coll of Med-Tucson,,"815 15th St, Douglas, AZ 85607"
84,38108, Choices Network,https://freida.ama-assn.org/institution/038108,,,,"3003 N Central Ave, Phoenix, AZ 85012"
85,30041, Clear Sky Dermatology,https://freida.ama-assn.org/institution/030041,,,,"14044 W Camelback Rd, Litchfield Park, AZ 85340"
86,39566, Coconino County Public Health Services District,https://freida.ama-assn.org/institution/039566,,,,"2625 N King St, Flagstaff, AZ 86004"
87,38030, Columbia Medical Center (Phoenix),https://freida.ama-assn.org/institution/038030,,,,"1947 E Thomas Rd, Phoenix, AZ 85016-7795"
88,39631, Community Bridges-Cactus Integrated Care Center,https://freida.ama-assn.org/institution/039631,,Mayo Clinic Alix Sch of Med,,"1520 E Pima St, Phoenix, AZ 85034"
89,39632, Community Bridges-Central City Addiction and Recovery Center,https://freida.ama-assn.org/institution/039632,,Mayo Clinic Alix Sch of Med,,"2770 E Van Buren St, Phoenix, AZ 85008"
90,39633, Community Psychiatric Emergency Center,https://freida.ama-assn.org/institution/039633,,,,"358 E Javelina Ave, Mesa, AZ 85210"
91,38136, Connections Arizona,https://freida.ama-assn.org/institution/038136,Creighton Univ Sch of Med,,,"903 N 2nd St, Phoenix, AZ 85004"
92,39012, Cornea Associates,https://freida.ama-assn.org/institution/039012,,Univ of Arizona Coll of Med-Tucson,,"6422 E Speedway Blvd, Tucson, AZ 85710"
93,38077, Cottonwood de Tucson,https://freida.ama-assn.org/institution/038077,,Univ of Arizona Coll of Med-Tucson,,"4110 W Sweetwater Dr, Tucson, AZ 85745"
94,38139, Crisis Response Center,https://freida.ama-assn.org/institution/038139,,,Univ of Arizona Coll of Med-Tucson,"2802 E District St, Tucson, AZ 85714"
95,39576, Crystal Canyon Ear Nose Throat and Facial Plastic Surgery,https://freida.ama-assn.org/institution/039576,,,,"1340 N Rim St, Flagstaff, AZ 86001"
96,38117, Dermatology Center-Tucson Office,https://freida.ama-assn.org/institution/038117,,,Univ of Arizona Coll of Med-Tucson,"7005 N Oracle Rd, Tucson, AZ 85704"
97,38120, Dermpath Diagnostics,https://freida.ama-assn.org/institution/038120,,Univ of Arizona Coll of Med-Tucson,,"7485 E Tanque Verde Rd, Tucson, AZ 85715"
98,38034, Desert Dialysis Center,https://freida.ama-assn.org/institution/038034,,,Univ of Arizona Coll of Med-Tucson,"2022 E Prince Rd, Tucson, AZ 85719"
99,30056, Desert Garden Montessori School Inc-Consultation,https://freida.ama-assn.org/institution/030056,Creighton Univ Sch of Med,,,"5130 E Warner Rd, Phoenix, AZ 85044"
100,38025, Desert Hills Center for Youth,https://freida.ama-assn.org/institution/038025,,,,"2797 N Introspect Dr, Tucson, AZ 85745"
101,38080, Desert Horizons Psychiatric Services,https://freida.ama-assn.org/institution/038080,,,,"570 W Brown Rd, Mesa, AZ 85201"
102,38150, Desert Sky Spine and Sports Medicine,https://freida.ama-assn.org/institution/038150,,Univ of Arizona Coll of Med-Tucson,,"12450 N Rancho Vistoso Blvd, Oro Valley, AZ 85755"
103,39580, Desert Spine Institute,https://freida.ama-assn.org/institution/039580,,,,"2851 S Ave B, Yuma, AZ 85364"
104,38065, Desert Vista Behavioral Health Center,https://freida.ama-assn.org/institution/038065,,,,"570 W Brown Rd, Mesa, AZ 85201"
105,38070, Devereux,https://freida.ama-assn.org/institution/038070,Creighton Univ Sch of Med,,,"11000 N Scottsdale Rd, Scottsdale, AZ 85254"
106,38163, Dignity Health Chandler Regional Medical Center,https://freida.ama-assn.org/institution/038163,,"['Creighton Univ Sch of Med', 'Mayo Clinic Alix Sch of Med']",[],"1955 W Frye Rd, Chandler, AZ 85224"
107,30077, Dignity Health East Valley,https://freida.ama-assn.org/institution/030077,,,,"1955 W Frye Rd, Chandler, AZ 85224"
108,39593, Dignity Health Mercy Gilbert Medical Center,https://freida.ama-assn.org/institution/039593,,,,"3555 S Val Vista Dr, Gilbert, AZ 85297"
109,38096, District Medical Group,https://freida.ama-assn.org/institution/038096,['Creighton Univ Sch of Med'],,['Mayo Clinic Alix Sch of Med'],"3141 N 3rd Ave, Phoenix, AZ 85013"
110,38207, Dyson Dermatology PLLC,https://freida.ama-assn.org/institution/038207,,,Univ of Arizona Coll of Med-Tucson,"2141 N Beverly Ave, Tucson, AZ 85712"
111,39600, El Rio Community Health Center,https://freida.ama-assn.org/institution/039600,,,,"101 W Irvington Rd, Tucson, AZ 85714"
112,38164, Encompass Health Rehabilitation Institute of Tucson,https://freida.ama-assn.org/institution/038164,,,Univ of Arizona Coll of Med-Tucson,"2650 N Wyatt Dr, Tucson, AZ 85712"
113,39583, ENT of Yuma,https://freida.ama-assn.org/institution/039583,,,,"2320 S 22nd Dr, Yuma, AZ 85364"
114,30043, Epiphany Dermatology,https://freida.ama-assn.org/institution/030043,,,,"7767 W Deer Valley Rd, Peoria, AZ 85382"
115,38131, Fishkind Bakewell and Maltzman Eye Care and Surgery Center,https://freida.ama-assn.org/institution/038131,,,Univ of Arizona Coll of Med-Tucson,"5599 N Oracle Rd, Tucson, AZ 85704"
116,39572, Flagstaff Bone & Joint,https://freida.ama-assn.org/institution/039572,,,,"77 W Forest Ave, Flagstaff, AZ 86001"
117,38145, Flagstaff Medical Center,https://freida.ama-assn.org/institution/038145,,['Univ of Arizona Coll of Med-Tucson'],['Mayo Clinic Alix Sch of Med'],"1200 N Beaver St, Flagstaff, AZ 86001"
118,38146, Foothills Surgery Center,https://freida.ama-assn.org/institution/038146,,,,"2220 W Orange Grove Rd, Tucson, AZ 85741"
119,38074, Forensic Science Center/Office of Medical Examiners,https://freida.ama-assn.org/institution/038074,,Univ of Arizona Coll of Med-Tucson,,"2825 E District St, Tucson, AZ 85714"
120,38049, Fort Defiance Indian Medical Center,https://freida.ama-assn.org/institution/038049,['Geisel Sch of Med at Dartmouth'],['Univ of Arizona Coll of Med-Tucson'],[],"Indian Rte 7 & Indian Rte 12, Fort Defiance, AZ 86504"
121,38133, Fresenius Medical Care-North Phoenix Peritoneal Dialysis,https://freida.ama-assn.org/institution/038133,,,Mayo Clinic Alix Sch of Med,"1957 W Dunlap Ave, Phoenix, AZ 85021"
122,38134, Fresenius Medical Care-North Scottsdale Dialysis,https://freida.ama-assn.org/institution/038134,,,Mayo Clinic Alix Sch of Med,"16101 N 82nd St, Scottsdale, AZ 85260"
123,38124, Gateway Surgical Center,https://freida.ama-assn.org/institution/038124,,,,"690 N Cofco Center Ct, Phoenix, AZ 85008"
124,30135, Genesis ObGyn,https://freida.ama-assn.org/institution/030135,,,,"2424 N Wyatt Dr, Tucson, AZ 85712"
125,39581, Gregory Peare MD-Orthopedic Surgery Office,https://freida.ama-assn.org/institution/039581,,,,"2261 S Ave B, Yuma, AZ 85364"
126,38103, GSRMC/VA Medical Center,https://freida.ama-assn.org/institution/038103,,,,"650 E Indian School Rd, Phoenix, AZ 85012"
127,38023, Hand Surgery Associates,https://freida.ama-assn.org/institution/038023,,,,"2610 N 3rd St, Phoenix, AZ 85004-1198"
128,38021, Harrington Arthritis Research Center,https://freida.ama-assn.org/institution/038021,,,,"300 N 18th St, Phoenix, AZ 85006"
129,30085, Havasu Regional Medical Center,https://freida.ama-assn.org/institution/030085,,,,"101 Civic Center Ln, Lake Havasu, AZ 86403"
130,38123, Haven Senior Horizons,https://freida.ama-assn.org/institution/038123,,,,"1201 S 7th Ave, Phoenix, AZ 85007"
131,39573, Health Choice Integrated Care,https://freida.ama-assn.org/institution/039573,,,,"1300 S Yale St, Flagstaff, AZ 86001"
132,30074, Health Current,https://freida.ama-assn.org/institution/030074,,,,"3877 N 7th St, Phoenix, AZ 85014"
133,38189, HonorHealth,https://freida.ama-assn.org/institution/038189,,"['George Washington Univ Sch of Med and Health Sci', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",[],"8125 N Hayden Rd, Scottsdale, AZ 85258"
134,38190, HonorHealth Deer Valley Medical Center,https://freida.ama-assn.org/institution/038190,Creighton Univ Sch of Med,,,"19829 N 27th Ave, Phoenix, AZ 85027"
135,30038, HonorHealth Heart Group-Deer Valley,https://freida.ama-assn.org/institution/030038,,,,"19841 N 27th Ave, Phoenix, AZ 85027"
136,30036, HonorHealth Heart Group-John C Lincoln,https://freida.ama-assn.org/institution/030036,,West Virginia Sch of Osteopathic Med,,"9250 N 3rd St, Phoenix, AZ 85020"
137,30035, HonorHealth Heart Group-Shea,https://freida.ama-assn.org/institution/030035,,,,"10200 N 92nd St, Scottsdale, AZ 85258"
138,38046, HonorHealth John C Lincoln Medical Center,https://freida.ama-assn.org/institution/038046,,Creighton Univ Sch of Med,,"250 E Dunlap Ave, Phoenix, AZ 85020"
139,30039, HonorHealth Medical Group-Jomax Clinic,https://freida.ama-assn.org/institution/030039,,,,"26224 N Tatum Blvd, Phoenix, AZ 85050"
140,30008, HonorHealth Medical Group-Neurology,https://freida.ama-assn.org/institution/030008,,,,"3501 N Scottsdale Rd, Scottsdale, AZ 85251"
141,30078, HonorHealth Medical Group-North Phoenix Primary Care,https://freida.ama-assn.org/institution/030078,,,,"9100 N 2nd St, Phoenix, AZ 85020"
142,30080, HonorHealth Physical Medicine & Rehabilitation-John C Lincoln,https://freida.ama-assn.org/institution/030080,,,,"9250 N 3rd St, Phoenix, AZ 85020"
143,38125, HonorHealth Piper Surgery Center,https://freida.ama-assn.org/institution/038125,,,Mayo Clinic Alix Sch of Med,"9007 E Shea Blvd, Scottsdale, AZ 85206"
144,38209, HonorHealth Rehabilitation Hospital,https://freida.ama-assn.org/institution/038209,,Kansas City Univ of Med and Biosciences Coll of Osteopathic Med,,"8850 E Pima Center Pkwy, Scottsdale, AZ 85258"
145,30073, HonorHealth Research Institute,https://freida.ama-assn.org/institution/030073,,,,"10510 N 92nd St, Scottsdale, AZ 85258"
146,30512, HonorHealth Scottsdale Osborn Medical Center,https://freida.ama-assn.org/institution/030512,"['Univ of Arizona Coll of Med-Phoenix', 'Mayo Clinic Alix Sch of Med', 'Creighton Univ Sch of Med']",,[],"7400 E Osborn Rd, Scottsdale, AZ 85251-5672"
147,38024, HonorHealth Scottsdale Shea Medical Center,https://freida.ama-assn.org/institution/038024,"['Univ of Arizona Coll of Med-Tucson', 'Creighton Univ Sch of Med']",['Lincoln Memorial Univ DeBusk Coll of Osteopathic Med'],['Mayo Clinic Alix Sch of Med'],"9003 E Shea Blvd, Scottsdale, AZ 85260"
148,38176, HonorHealth Scottsdale Thompson Peak Medical Center,https://freida.ama-assn.org/institution/038176,Univ of Arizona Coll of Med-Phoenix,,,"7400 E Thompson Peak Pkwy, Scottsdale, AZ 85255"
149,38198, Hopi Health Care Center,https://freida.ama-assn.org/institution/038198,,Univ of Arizona Coll of Med-Tucson,,"Hwy 264 Mile Post 388, Polacca, AZ 86042"
150,38075, Hospice of the Valley,https://freida.ama-assn.org/institution/038075,,,"['Mayo Clinic Alix Sch of Med', 'Creighton Univ Sch of Med']","1510 E Flower St, Phoenix, AZ 85014"
151,30026, Hospice of the West,https://freida.ama-assn.org/institution/030026,,,,"21410 N 19th Ave, Phoenix, AZ 85027"
152,38112, Hospitalists of Arizona Inc,https://freida.ama-assn.org/institution/038112,,,,"1775 E Skyline Dr, Tucson, AZ 85718"
153,38069, Hu Hu Kam Memorial Hospital,https://freida.ama-assn.org/institution/038069,Creighton Univ Sch of Med,,,"483 W Seed Farm Rd, Sacaton, AZ 85147"
154,30032, In Balance Academy Therapeutic Boarding School,https://freida.ama-assn.org/institution/030032,,Univ of Arizona Coll of Med-Tucson,,"6107 E Grant Rd, Tucson, AZ 85712"
155,30070, Innovation Care Partners,https://freida.ama-assn.org/institution/030070,,,,"8901 E Mountain View Rd, Scottsdale, AZ 85258"
156,38186, Kingman Regional Medical Center,https://freida.ama-assn.org/institution/038186,['Midwestern Univ Arizona Coll of Osteopathic Med'],"['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med', 'West Virginia Sch of Osteopathic Med']",['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"3269 Stockton Hill Rd, Kingman, AZ 86409"
157,38181, Kissito Healthcare Palm View,https://freida.ama-assn.org/institution/038181,,,,"2222 S Ave A, Yuma, AZ 85364"
158,38151, Liberty Mutual Group-Western Region,https://freida.ama-assn.org/institution/038151,,,,"2510 W Dunlap Ave, Phoenix, AZ 85021"
159,38202, Little Colorado Medical Center,https://freida.ama-assn.org/institution/038202,,,,"1501 N Williamson Ave, Winslow, AZ 86047"
160,39563, Maffi Clinic,https://freida.ama-assn.org/institution/039563,Mayo Clinic Alix Sch of Med,,,"5410 N Scottsdale Rd, Paradise Valley, AZ 85253"
161,38089, Magellan Health Services of Arizona Inc,https://freida.ama-assn.org/institution/038089,,,,"4129 E Van Buren St, Phoenix, AZ 85008"
162,38054, Maricopa County Department of Public Health,https://freida.ama-assn.org/institution/038054,,,Mayo Clinic Alix Sch of Med,"1845 E Roosevelt St, Phoenix, AZ 85006"
163,38092, Maricopa County Forensic Science Center,https://freida.ama-assn.org/institution/038092,,,,"701 W Jefferson St, Phoenix, AZ 85007"
164,30019, Maricopa County Juvenile Detention,https://freida.ama-assn.org/institution/030019,,Creighton Univ Sch of Med,,"3131 W Durango St, Phoenix, AZ 85009"
