,AMC_No,AMC_Name,URLS,Affiliation_Major,Affiliation_Limited,Affiliation_Graduate,Medical_Center_Address
16,190406, Dwight D Eisenhower Veterans Affairs Medical Center  ,https://freida.ama-assn.org/institution/190406,Univ of Kansas Sch of Med,,,"4101 S 4th St, Leavenworth, KS 66048-5055"
17,190020, Freeman Orthopedic and Sports Medicine Clinic  ,https://freida.ama-assn.org/institution/190020,,,Univ of Kansas Sch of Med,"100 N Pine, Pittsburg, KS 66762"
18,199505, Fresenius Medical Care North America Parallel Parkway ,https://freida.ama-assn.org/institution/199505,,Univ of Kansas Sch of Med,,"6401 Parallel Pkwy, Kansas City, KS 66102"
19,198132, Fresenius Medical Care North America Rainbow ,https://freida.ama-assn.org/institution/198132,,Univ of Kansas Sch of Med,,"4720 Rainbow Blvd, Kansas City, KS 66103"
20,198003, Geary Community Hospital  ,https://freida.ama-assn.org/institution/198003,,,,"1102 St Mary's Rd, Junction City, KS 66441"
21,199534, Great Plains Dermatology  ,https://freida.ama-assn.org/institution/199534,,,,"2708 Sternberg Dr, Hays, KS 67601"
22,198004, Hays Medical Center  ,https://freida.ama-assn.org/institution/198004,,Univ of Kansas Sch of Med,,"2220 Canterbury Dr, Hays, KS 67601"
23,198029, Hutchinson Clinic  ,https://freida.ama-assn.org/institution/198029,,,,"2101 N Waldron St, Hutchinson, KS 67502"
24,198033, Hutchinson Regional Medical Center  ,https://freida.ama-assn.org/institution/198033,,,,"1703 E 23rd St, Hutchinson, KS 67502"
25,199515, Ignite Medical Resorts (Partnership with University of Kansas)  ,https://freida.ama-assn.org/institution/199515,,,Univ of Kansas Sch of Med,"3910 Rainbow Blvd, Kansas City, KS 66103"
26,198013, Irwin Army Community Hospital  ,https://freida.ama-assn.org/institution/198013,,"['Univ of Kansas Sch of Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",[],"600 Caisson Hill Rd, Fort Riley, KS 66442"
27,190034, Johnson County MED ACT ,https://freida.ama-assn.org/institution/190034,,,,"11811 S Sunset Dr, Olathe, KS 66061"
28,198015, Johnson County Mental Health Center  ,https://freida.ama-assn.org/institution/198015,,Univ of Kansas Sch of Med,,"6000 Lamar, Shawnee Mission, KS 66202"
29,198042, Kansas City Cancer Center Southwest  ,https://freida.ama-assn.org/institution/198042,,,,"12200 W 110th St, Overland Park, KS 66210"
30,199502, Kansas City Internal Medicine  ,https://freida.ama-assn.org/institution/199502,,,,"12140 Nall, Overland Park, KS 66209"
31,190133, Kansas City Kansas Fire Department  ,https://freida.ama-assn.org/institution/190133,,,,"815 N 6th St, Kansas City, KS 66101"
32,198028, Kansas City Orthopaedic Institute  ,https://freida.ama-assn.org/institution/198028,,,Univ of Missouri-Kansas City Sch of Med,"3651 College Blvd, Leawood, KS 66209"
33,198016, Kansas City Presbyterian Manor  ,https://freida.ama-assn.org/institution/198016,,,,"7850 Freeman, Kansas City, KS 66101"
34,198002, Kansas Medical Education Foundation  ,https://freida.ama-assn.org/institution/198002,,Univ of Kansas Sch of Med,,"1505 SW 8th St, Topeka, KS 66606-1630"
35,198011, Kansas Surgery and Recovery Center  ,https://freida.ama-assn.org/institution/198011,,,,"2778 N Webb Rd, Wichita, KS 67226-2388"
36,190005, Kearny County Hospital  ,https://freida.ama-assn.org/institution/190005,,,,"500 E Thorpe St, Lakin, KS 67860"
37,198052, KU Wichita Internal Medicine Clinic  ,https://freida.ama-assn.org/institution/198052,,,Univ of Kansas Sch of Med,"8533 E 32nd St, Wichita, KS 67226"
38,198035, KVC Behavioral Healthcare  ,https://freida.ama-assn.org/institution/198035,['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],['Univ of Kansas Sch of Med'],[],"21350 W 153rd St, Olathe, KS 66061"
39,198026, Lafene Health Center  ,https://freida.ama-assn.org/institution/198026,,,,"1105 Sunset Ave, Manhattan, KS 66502"
40,198043, Lakeview Village  ,https://freida.ama-assn.org/institution/198043,,,,"9100 Park St, Lenexa, KS 66215"
41,198014, Lawrence Memorial Hospital (LMH Health)  ,https://freida.ama-assn.org/institution/198014,,"['Univ of Kansas Sch of Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",[],"325 Main St, Lawrence, KS 66044"
42,190036, MedTrans Corporation (Life Star of Kansas and Health Star One  ,https://freida.ama-assn.org/institution/190036,,,,"10550 Quivira Rd, Overland, KS 66125"
43,198005, Menninger Clinic  ,https://freida.ama-assn.org/institution/198005,,,,"5800 W 6th, Topeka, KS 66606-0829"
44,198018, Menorah Medical Center  ,https://freida.ama-assn.org/institution/198018,Kansas City Univ of Med and Biosciences Coll of Osteopathic Med,,,"5721 W 119th St, Overland Park, KS 66209"
45,198039, Midwest Transplant Network  ,https://freida.ama-assn.org/institution/198039,,Univ of Kansas Sch of Med,,"1900 W 47th Pl, Shawnee Mission, KS 66205"
46,199508, Monarch Plastic Surgery (Leawood)  ,https://freida.ama-assn.org/institution/199508,,,,"4801 W 135th St, Leawood, KS 66224"
47,199528, Newton Medical Center  ,https://freida.ama-assn.org/institution/199528,,Kansas City Univ of Med and Biosciences Coll of Osteopathic Med,,"600 Medical Center Dr, Newton, KS 67114"
48,198044, Olathe Regional Oncology Center  ,https://freida.ama-assn.org/institution/198044,,,,"20375 W 151st St, Olathe, KS 66061"
49,198006, Overland Park Regional Medical Center  ,https://freida.ama-assn.org/institution/198006,['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],"['Univ of Kansas Sch of Med', 'Univ of Missouri-Columbia Sch of Med']",[],"10500 Quivera Rd, Overland Park, KS 66215"
50,199506, Premier Plastic Surgery of Kansas City  ,https://freida.ama-assn.org/institution/199506,,,,"20375 W 151st St, Olathe, KS 66061"
51,199518, Presbyterian Manors of Mid America ,https://freida.ama-assn.org/institution/199518,,,,"6525 E Mainsgate Rd, Wichita, KS 67226"
52,198010, Radiation Oncology Center of Olathe/Univ of Kansas Medical Center  ,https://freida.ama-assn.org/institution/198010,,,,"20375 W 151st St, Olathe, KS 66061"
53,190518, Salina Regional Health Center  ,https://freida.ama-assn.org/institution/190518,,Univ of Kansas Sch of Med,,"400 S Santa Fe Ave, Salina, KS 67402-5080"
54,190187, Sedgwick County Regional Forensic Science Center  ,https://freida.ama-assn.org/institution/190187,,,,"1109 N Minneapolis, Wichita, KS 67214-3129"
55,198031, Southview Home Care  ,https://freida.ama-assn.org/institution/198031,,,,"1701 S 45th St, Kansas City, KS 66106"
56,198045, Special Care Pediatrics PA  ,https://freida.ama-assn.org/institution/198045,,,,"11030 Granada Ln, Shawnee Mission, KS 66211"
57,190510, Stormont Vail Regional Medical Center ,https://freida.ama-assn.org/institution/190510,,,,"1500 SW 10th, Topeka, KS 66604-1353"
58,198048, Surgery Center of Kansas  ,https://freida.ama-assn.org/institution/198048,,Univ of Kansas Sch of Med,,"7550 W Village Circle, Wichita, KS 67205"
59,199527, Surgicare of Wichita  ,https://freida.ama-assn.org/institution/199527,,,,"2818 N Greenwich Rd, Wichita, KS 67226"
60,190138, Topeka State Hospital  ,https://freida.ama-assn.org/institution/190138,,,,"2700 W 6th St, Topeka, KS 66606-1898"
61,198046, Turner House Children's Clinic  ,https://freida.ama-assn.org/institution/198046,,,,"21 N 12th St, Kansas City, KS 66102"
62,199504, University of Kansas Health System Marillac Campus ,https://freida.ama-assn.org/institution/199504,Univ of Kansas Sch of Med,,,"8000 W 127th St, Overland Park, KS 66213"
63,198034, University of Kansas Hospital and Medical Center  ,https://freida.ama-assn.org/institution/198034,Univ of Kansas Sch of Med,,,"3901 Rainbow Blvd, Kansas City, KS 66160-7220"
64,190513, University of Kansas Hospital St Francis Campus ,https://freida.ama-assn.org/institution/190513,,Univ of Kansas Sch of Med,,"1700 W 7th St, Topeka, KS 66606-1690"
65,198017, University of Kansas Med West Center (Shawnee)  ,https://freida.ama-assn.org/institution/198017,,Univ of Kansas Sch of Med,,"7405 Renner Rd, Shawnee, KS 66217"
66,199501, University of Kansas School of Medicine  ,https://freida.ama-assn.org/institution/199501,['Univ of Kansas Sch of Med'],['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"3901 Rainbow Blvd, Kansas City, KS 66160-7100"
67,190511, University of Kansas School of Medicine (Wichita)  ,https://freida.ama-assn.org/institution/190511,Kansas City Univ of Med and Biosciences Coll of Osteopathic Med,,,"1010 N Kansas, Wichita, KS 67214-3199"
68,198050, University of Kansas School of Medicine Affiliated Practices  ,https://freida.ama-assn.org/institution/198050,,,,"3901 Rainbow Blvd, Kansas City, KS 66160"
69,190196, Veterans Affairs Medical Center (Wichita)  ,https://freida.ama-assn.org/institution/190196,,Univ of Kansas Sch of Med,,"5500 E Kellogg, Wichita, KS 67218-1607"
70,198047, Via Christi Clinic Founders Circle  ,https://freida.ama-assn.org/institution/198047,,,Univ of Kansas Sch of Med,"1947 Founders Circle, Wichita, KS 67206"
71,190306, Via Christi Hospital on East Harry  ,https://freida.ama-assn.org/institution/190306,,Univ of Kansas Sch of Med,,"3600 E Harry St, Wichita, KS 67218-3713"
72,190132, Via Christi Hospital on St Francis  ,https://freida.ama-assn.org/institution/190132,['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],['Univ of Kansas Sch of Med'],[],"929 N St Francis Ave, Wichita, KS 67214-3882"
73,198001, Via Christi Regional Medical Center Good Shepherd ,https://freida.ama-assn.org/institution/198001,,Univ of Kansas Sch of Med,,"8901 E Orme, Wichita, KS 67207"
74,198040, Village Pediatrics LLC  ,https://freida.ama-assn.org/institution/198040,,,,"7301 Mission Rd, Prairie Village, KS 66208"
75,190500, Wesley Medical Center  ,https://freida.ama-assn.org/institution/190500,,"['Midwestern Univ Arizona Coll of Osteopathic Med', 'Univ of Kansas Sch of Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"550 N Hillside, Wichita, KS 67214-4976"
76,198012, Western Plains Medical Complex  ,https://freida.ama-assn.org/institution/198012,,Univ of Kansas Sch of Med,,"3001 North Ave A, Dodge City, KS 67801"
77,199503, Westwood Internal Medicine  ,https://freida.ama-assn.org/institution/199503,,,,"2330 Shawnee Mission Pkwy, Shawnee Mission, KS 66202"
78,199516, William Newton Hospital  ,https://freida.ama-assn.org/institution/199516,['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],['Univ of Kansas Sch of Med'],[],"1300 E 5th Ave, Winfield, KS 67156"
79,198022, Wyandot Center for Community Behavioral Healthcare Inc  ,https://freida.ama-assn.org/institution/198022,,Univ of Kansas Sch of Med,,"757 Armstrong, Kansas City, KS 66101"
