,AMC_No,AMC_Name,URLS,Affiliation_Major,Affiliation_Limited,Affiliation_Graduate,Medical_Center_Address
23,160264, Ann & Robert H Lurie Children's Hospital of Chicago   ,https://freida.ama-assn.org/institution/160264,"['Northwestern Univ Feinberg Sch of Med', 'Loyola Univ of Chicago Stritch Sch of Med']",['Univ of Washington Sch of Med'],"['Rush Med Coll of Rush Univ Med Ctr', 'Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med', 'Univ of Illinois Coll of Med', 'Southern Illinois Univ Sch of Med']","225 E Chicago Ave, Chicago, IL 60611"
24,169592, Applewood Rehabilitation Center   ,https://freida.ama-assn.org/institution/169592,,,,"21020 Kostner Ave, Matteson, IL 60443"
25,169587, Arcot Dwarakanathan MD Endocrinology  ,https://freida.ama-assn.org/institution/169587,,,,"19900 Governors Dr, Olympia Fields, IL 60461"
26,168142, Argo High School   ,https://freida.ama-assn.org/institution/168142,,,,"7329 W 63rd St, Summit, IL 60501"
27,160163, Aria Post Acute Care   ,https://freida.ama-assn.org/institution/160163,,,,"4600 Frontage Rd, Hillside, IL 60162"
28,160040, Ascension Illinois   ,https://freida.ama-assn.org/institution/160040,,,,"200 S Wacker Dr, Chicago, IL 60606"
29,169559, Associated Allergists and Asthma Specialists Ltd   ,https://freida.ama-assn.org/institution/169559,,,,"25 E Washington St, Chicago, IL 60602"
30,160178, Associated Surgery Center   ,https://freida.ama-assn.org/institution/160178,,,,"129 W Rand Rd, Arlington Heights, IL 60004"
31,169591, Aunt Martha's Youth Service Center   ,https://freida.ama-assn.org/institution/169591,,,,"19990 Governors Hwy, Olympia Fields, IL 60461"
32,160113, Barton Senior Residence of Chicago   ,https://freida.ama-assn.org/institution/160113,,,,"1245 S Wood St, Chicago, IL 60608"
33,167127, Blessing Hospital   ,https://freida.ama-assn.org/institution/167127,['Southern Illinois Univ Sch of Med'],['West Virginia Sch of Osteopathic Med'],[],"Broadway at 11th St, Quincy, IL 62305-7005"
34,169510, Bluhm Legal Clinic   ,https://freida.ama-assn.org/institution/169510,,,,"357 E Chicago Ave, Chicago, IL 60611"
35,168084, Bradley University Student Health   ,https://freida.ama-assn.org/institution/168084,,,,"912 N Elmwood, Peoria, IL 61625"
36,160162, Bronzeville Nursing Home   ,https://freida.ama-assn.org/institution/160162,,,,"3400 S Indiana Ave, Chicago, IL 60616"
37,169574, Burke Medical Group   ,https://freida.ama-assn.org/institution/169574,,,,"3700 203rd St, Olympia Fields, IL 60461"
38,160497, Cabrini Hospital   ,https://freida.ama-assn.org/institution/160497,,,,"811 S Lytle, Chicago, IL 60607"
39,169564, Cadence Health   ,https://freida.ama-assn.org/institution/169564,,,,"25 N Winfield Rd, Winfield, IL 60190"
40,169584, Campbell Health Solutions SC   ,https://freida.ama-assn.org/institution/169584,,,,"4340 Morsay Dr, Rockford, IL 61107"
41,160460, Captain James A Lovell Federal Health Care Center   ,https://freida.ama-assn.org/institution/160460,"['Univ of Illinois Coll of Med', 'Chicago Med Sch at Rosalind Franklin Univ of Med & Science']",,['Rush Med Coll of Rush Univ Med Ctr'],"3001 Green Bay Rd, North Chicago, IL 60064"
42,169610, Carle BroMenn Medical Center   ,https://freida.ama-assn.org/institution/169610,,"['Midwestern Univ Arizona Coll of Osteopathic Med', 'West Virginia Sch of Osteopathic Med']",['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"1304 Franklin Ave, Normal, IL 61761"
43,160146, Carle Foundation Hospital   ,https://freida.ama-assn.org/institution/160146,"['Univ of Illinois Coll of Med', 'Carle Illinois Coll of Med']","['Midwestern Univ Chicago Coll of Osteopathic Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med']",[],"611 W Park St, Urbana, IL 61801-2595"
44,169553, Carle Hoopeston Regional Health Center   ,https://freida.ama-assn.org/institution/169553,,Kansas City Univ of Med and Biosciences Coll of Osteopathic Med,,"701 E Orange St, Hoopeston, IL 60942"
45,168035, Catholic Health Partners   ,https://freida.ama-assn.org/institution/168035,,,,"2913 N Commonwealth Ave, Chicago, IL 60657"
46,169512, Center for Athletic Medicine Ltd   ,https://freida.ama-assn.org/institution/169512,,Univ of Illinois Coll of Med,,"830 W Diversey, Chicago, IL 60614"
47,169595, Center for Digestive Health   ,https://freida.ama-assn.org/institution/169595,,,,"1615 N Convent St, Bourbonnais, IL 60914"
48,169527, Center for Pain Management   ,https://freida.ama-assn.org/institution/169527,,,,"980 N Michigan Ave, Chicago, IL 60611"
49,160116, Center Home for Hispanic Elderly   ,https://freida.ama-assn.org/institution/160116,,,,"1401 N California Ave, Chicago, IL 60622"
50,168085, Central Illinois Dermatology SC   ,https://freida.ama-assn.org/institution/168085,,,,"5401 N Knoxville, Peoria, IL 61614"
51,168039, Chester Mental Health Center   ,https://freida.ama-assn.org/institution/168039,,,,"1315 Lehmen Dr, Chester, IL 62233-0031"
52,169507, Chicago Children's Advocacy Center   ,https://freida.ama-assn.org/institution/169507,,,,"1240 S Damen Ave, Chicago, IL 60608"
53,168123, Chicago Department of Public Health   ,https://freida.ama-assn.org/institution/168123,,,,"2160 W Ogden Ave, Chicago, IL 60612"
54,168028, Chicago Lakeshore Hospital   ,https://freida.ama-assn.org/institution/168028,['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],['Univ of Illinois Coll of Med'],[],"4840 N Marine Dr, Chicago, IL 60640"
55,169549, Chicago Lighthouse   ,https://freida.ama-assn.org/institution/169549,,Loyola Univ of Chicago Stritch Sch of Med,,"1850 W Roosevelt Rd, Chicago, IL 60608"
56,160748, Chicago Medical School/Rosalind Franklin University of Medicine & Science   ,https://freida.ama-assn.org/institution/160748,Chicago Med Sch at Rosalind Franklin Univ of Med & Science,,,"3333 Green Bay Rd, North Chicago, IL 60064"
57,168143, Chicago Primary Care Sports Medicine   ,https://freida.ama-assn.org/institution/168143,,,,"711 W North Ave, Chicago, IL 60610"
58,160789, Chicago Read Mental Health Center  ,https://freida.ama-assn.org/institution/160789,,,,"4200 N Oak Park Ave, Chicago, IL 60634"
59,169630, Children's Hospital of Illinois   ,https://freida.ama-assn.org/institution/169630,,,,"800 NE Glen Oak Ave, Peoria, IL 61603"
60,169542, Children's Hospital University of Illinois   ,https://freida.ama-assn.org/institution/169542,,,,"1740 W Taylor St, Chicago, IL 60612"
61,168129, Christie Clinic LLC Champaign on University  ,https://freida.ama-assn.org/institution/168129,Univ of Illinois Coll of Med,,,"101 W University Ave, Champaign, IL 61820"
62,168113, Clinical Radiologist SC   ,https://freida.ama-assn.org/institution/168113,,Southern Illinois Univ Sch of Med,,"3050 Montvale, Springfield, IL 62704"
63,168041, Community First Medical Center   ,https://freida.ama-assn.org/institution/168041,,,,"5645 W Addison St, Chicago, IL 60634-4455"
64,169566, Cook County Department of Public Health   ,https://freida.ama-assn.org/institution/169566,,,,"15900 S Cicero Ave, Oak Forest, IL 60452"
65,160164, Cook County Health and Hospitals System   ,https://freida.ama-assn.org/institution/160164,"['Rush Med Coll of Rush Univ Med Ctr', 'Northwestern Univ Feinberg Sch of Med', 'Univ of Illinois Coll of Med', 'Midwestern Univ Chicago Coll of Osteopathic Med']",['Loyola Univ of Chicago Stritch Sch of Med'],"['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med', 'Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med']","900 W Polk St, Chicago, IL 60612"
66,169509, Cook County Juvenile Court Clinic   ,https://freida.ama-assn.org/institution/169509,,,,"2245 W Ogden, Chicago, IL 60612"
67,169561, Cook County Juvenile Temporary Detention Center   ,https://freida.ama-assn.org/institution/169561,,,,"1100 S Hamilton Ave, Chicago, IL 60612"
68,169619, Cottages of New Lenox   ,https://freida.ama-assn.org/institution/169619,,,,"1023 S Cedar Rd, New Lenox, IL 60451"
69,169530, Council of Jewish Elderly   ,https://freida.ama-assn.org/institution/169530,,,,"3003 W Touhy, Chicago, IL 60645"
70,169547, Danville Area Community College (DACC)   ,https://freida.ama-assn.org/institution/169547,,,,"2000 E Main St, Danville, IL 61832"
71,169631, DayRehab Center and Outpatient Center Northshore  ,https://freida.ama-assn.org/institution/169631,,,,"900 Skokie Blvd, Northbrook, IL 60062"
72,160158, Decatur Memorial Hospital   ,https://freida.ama-assn.org/institution/160158,Southern Illinois Univ Sch of Med,,,"2300 N Edward St, Decatur, IL 62526"
73,169594, Digestive Diseases   ,https://freida.ama-assn.org/institution/169594,,,,"1615 N Convent St, Bourbonnais, IL 60914"
74,169506, Division of Child Protection Services/John H Stroger Jr Hospital   ,https://freida.ama-assn.org/institution/169506,,,,"1900 W Polk St, Chicago, IL 60612"
75,169511, Division of Forensic Psychiatry   ,https://freida.ama-assn.org/institution/169511,,,,"446 E Ontario, Chicago, IL 60611"
76,168117, DuPage County Health Department   ,https://freida.ama-assn.org/institution/168117,,,,"111 N County Farm Rd, Wheaton, IL 60187"
77,160321, Edgewater Medical Center   ,https://freida.ama-assn.org/institution/160321,,,,"5700 N Ashland Ave, Chicago, IL 60660"
78,160259, Edward Hines Jr Veterans Affairs Hospital   ,https://freida.ama-assn.org/institution/160259,"['Univ of Illinois Coll of Med', 'Loyola Univ of Chicago Stritch Sch of Med']",['Rush Med Coll of Rush Univ Med Ctr'],[],"5th Ave & Roosevelt Rd, Hines, IL 60141"
79,169560, Effingham Ambulatory Surgery Center   ,https://freida.ama-assn.org/institution/169560,,Southern Illinois Univ Sch of Med,,"904 W Temple Ave, Effingham, IL 62401"
80,167039, Elgin Mental Health Center   ,https://freida.ama-assn.org/institution/167039,,"['Chicago Med Sch at Rosalind Franklin Univ of Med & Science', 'Loyola Univ of Chicago Stritch Sch of Med']",[],"750 S State St, Elgin, IL 60123"
81,168136, Elmhurst Memorial Hospital   ,https://freida.ama-assn.org/institution/168136,,Rush Med Coll of Rush Univ Med Ctr,,"200 Berteau Ave, Elmhurst, IL 60126"
82,168137, Elmhurst Outpatient Surgery Center   ,https://freida.ama-assn.org/institution/168137,,Univ of Illinois Coll of Med,,"1200 S York Rd, Elmhurst, IL 60126"
83,168072, Endocrinology and Diabetes SC   ,https://freida.ama-assn.org/institution/168072,,,,"3308 W Chartwell Rd, Peoria, IL 61614"
84,169513, Erie Family Health Center HP   ,https://freida.ama-assn.org/institution/169513,,,Northwestern Univ Feinberg Sch of Med,"2750 W North Ave, Chicago, IL 60647"
85,169639, Erie Family Health California Ave  ,https://freida.ama-assn.org/institution/169639,,,,"5215 N California Ave, Chicago, IL 60625"
86,168082, Erikson Institute   ,https://freida.ama-assn.org/institution/168082,,,Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med,"451 N LaSalle, Chicago, IL 60654"
87,160096, Esperanza Health Centers Brighton Park  ,https://freida.ama-assn.org/institution/160096,,,,"4700 S California Ave, Chicago, IL 60632"
88,160145, Evanston Hospital Northshore University Health System  ,https://freida.ama-assn.org/institution/160145,['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],['Univ of Illinois Coll of Med'],['Rush Med Coll of Rush Univ Med Ctr'],"2650 Ridge Ave, Evanston, IL 60201-1781"
89,168124, Excel Occupational Health Clinic   ,https://freida.ama-assn.org/institution/168124,,Univ of Illinois Coll of Med,,"5015 W 65th St, Bedford Park, IL 60638"
90,169531, FAA Regional Flight Surgeon's Office   ,https://freida.ama-assn.org/institution/169531,,,,"2300 E Devon Ave, Des Plaines, IL 60018"
91,169508, Facial Plastic and Laser Surgery Center LLC   ,https://freida.ama-assn.org/institution/169508,,,,"7301 N Knoxville Ave, Peoria, IL 61614"
92,160065, Family Planning Associates   ,https://freida.ama-assn.org/institution/160065,,,,"1200 N LaSalle St, Chicago, IL 60611"
93,168126, Fertility Centers of Illinois   ,https://freida.ama-assn.org/institution/168126,,,Loyola Univ of Chicago Stritch Sch of Med,"900 N Kingbury, Chicago, IL 60610"
94,169586, Franciscan Health Chicago Heights  ,https://freida.ama-assn.org/institution/169586,,"['West Virginia Sch of Osteopathic Med', 'Lincoln Memorial Univ DeBusk Coll of Osteopathic Med']",[],"1423 Chicago Rd, Chicago Heights, IL 60411"
95,169563, Franciscan Health Olympia Fields  ,https://freida.ama-assn.org/institution/169563,['Midwestern Univ Chicago Coll of Osteopathic Med'],"['Midwestern Univ Arizona Coll of Osteopathic Med', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med', 'Burrell Coll of Osteopathic Med', 'Lincoln Memorial Univ DeBusk Coll of Osteopathic Med']",['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"20201 S Crawford Ave, Olympia Fields, IL 60461"
96,169576, Franciscan Physician Network   ,https://freida.ama-assn.org/institution/169576,,,,"20121 S Crawford Ave, Olympia Fields, IL 60461"
97,168083, Friend Family Health Center   ,https://freida.ama-assn.org/institution/168083,,,,"5635 S Pulaski Rd, Chicago, IL 60629"
98,168073, Gastroenterology Ltd   ,https://freida.ama-assn.org/institution/168073,,,,"900 Main St, Peoria, IL 61602"
99,168060, Gateway Foundation   ,https://freida.ama-assn.org/institution/168060,,Southern Illinois Univ Sch of Med,,"2200 Lake Victoria Dr, Springfield, IL 62703"
100,160505, Gottlieb Memorial Hospital   ,https://freida.ama-assn.org/institution/160505,Loyola Univ of Chicago Stritch Sch of Med,,,"701 W North Ave, Melrose Park, IL 60160"
101,169568, Graham Hospital   ,https://freida.ama-assn.org/institution/169568,,,,"210 W Walnut St, Canton, IL 61520"
102,160250, Grant Hospital of Chicago   ,https://freida.ama-assn.org/institution/160250,,,,"550 W Webster Ave, Chicago, IL 60614-3708"
103,160332, Great Lakes Naval Hospital   ,https://freida.ama-assn.org/institution/160332,,,,"3001A Sixth St, Great Lakes, IL 60088-5230"
104,168087, Great Plains Orthopedics (Downtown Peoria)   ,https://freida.ama-assn.org/institution/168087,,,,"303 N WM Kumpf Blvd, Peoria, IL 61605"
105,168032, Great Plains Sports Medicine and Rehabilitation Center   ,https://freida.ama-assn.org/institution/168032,,,,"303 N Kumpf Blvd, Peoria, IL 61605"
106,160007, Hartgrove Hospital   ,https://freida.ama-assn.org/institution/160007,,,,"5730 W Roosevelt Rd, Chicago, IL 60644"
107,169623, Healthcare Alternative Systems (HAS)   ,https://freida.ama-assn.org/institution/169623,,,,"2755 W Armitage Ave, Chicago, IL 60647"
108,169571, Heartland Alliance International Marjorie Kovler Center  ,https://freida.ama-assn.org/institution/169571,,,,"1331 W Albion Ave, Chicago, IL 60626"
109,169618, Heartland Blood Center   ,https://freida.ama-assn.org/institution/169618,,,,
110,168074, Heartland Community Health Clinic   ,https://freida.ama-assn.org/institution/168074,,,,"1701 W Garden, Peoria, IL 61605"
111,160489, Holy Family Medical Center   ,https://freida.ama-assn.org/institution/160489,,,,"100 N River Rd, Des Plaines, IL 60016"
112,160063, Hope Clinic   ,https://freida.ama-assn.org/institution/160063,,,,"1602 21st St, Granite City, IL 62040"
113,168064, Hope School   ,https://freida.ama-assn.org/institution/168064,,,,"15 E Hazel Dell Ln, Springfield, IL 62712"
114,168111, Horizon Hospice and Palliative Care   ,https://freida.ama-assn.org/institution/168111,,,Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med,"833 W Chicago Ave, Chicago, IL 60622"
115,169567, Horizons Behavioral Health LLC   ,https://freida.ama-assn.org/institution/169567,,Chicago Med Sch at Rosalind Franklin Univ of Med & Science,,"500 Coventry Ln, Crystal Lake, IL 60014"
116,160181, Humbolt Park Health   ,https://freida.ama-assn.org/institution/160181,,,,"1044 N Francisco Ave, Chicago, IL 60622"
117,168081, Hyde Park Career Academy   ,https://freida.ama-assn.org/institution/168081,,,Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med,"6220 S Stony Island Ave, Chicago, IL 60637"
118,168103, Illinois Bone & Joint Institute LLC (Broadway)   ,https://freida.ama-assn.org/institution/168103,,,,"2860 N Broadway, Chicago, IL 60657"
119,168098, Illinois College of Optometry   ,https://freida.ama-assn.org/institution/168098,,,Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med,"3241 S Michigan Ave, Chicago, IL 60616"
120,160167, Illinois Department of Public Health   ,https://freida.ama-assn.org/institution/160167,,,,"535 W Jefferson St, Springfield, IL 62761"
121,168088, Illinois Eye Center   ,https://freida.ama-assn.org/institution/168088,,,,"8921 N Wood Sage Rd, Peoria, IL 61615"
122,168068, Illinois Poison Center   ,https://freida.ama-assn.org/institution/168068,,,,"222 S Riverside Plaza, Chicago, IL 60606"
123,160029, Ingalls Hospital Wyman Gordon Center   ,https://freida.ama-assn.org/institution/160029,,,,"1 Ingalls Dr, Harvey, IL 60426"
124,169556, Ingalls Memorial Hospital   ,https://freida.ama-assn.org/institution/169556,,Univ of Illinois Coll of Med,,"1 Ingalls Dr, Harvey, IL 60426"
125,160086, Insight Hospital and Medical Center Chicago   ,https://freida.ama-assn.org/institution/160086,,,,"2525 S Michigan Ave, Chicago, IL 60616"
126,169569, Institute for Human Reproduction (IHR)   ,https://freida.ama-assn.org/institution/169569,,,,"409 W Huron St, Chicago, IL 60654"
127,169554, Iroquois Memorial Hospital   ,https://freida.ama-assn.org/institution/169554,,,,"200 E Fairman Ave, Watseka, IL 60970"
128,160354, Jackson Park Hospital   ,https://freida.ama-assn.org/institution/160354,,,,"7531 S Stony Island Ave, Chicago, IL 60649-3913"
129,168057, Jacksonville Developmental Center   ,https://freida.ama-assn.org/institution/168057,,,,"1201 S Main St, Jacksonville, IL 62650"
130,160220, Jesse Brown Veterans Affairs Medical Center   ,https://freida.ama-assn.org/institution/160220,"['Northwestern Univ Feinberg Sch of Med', 'Univ of Illinois Coll of Med']",['Med Coll of Wisconsin'],[],"820 S Damen Ave, Chicago, IL 60680"
131,169638, John H Stroger Jr Hospital of Cook County   ,https://freida.ama-assn.org/institution/169638,,Midwestern Univ Arizona Coll of Osteopathic Med,,"1969 Ogden Ave, Chicago, IL 60616"
132,160258, John J Madden Mental Health Center   ,https://freida.ama-assn.org/institution/160258,['Loyola Univ of Chicago Stritch Sch of Med'],['Univ of Illinois Coll of Med'],[],"1200 S First Ave, Hines, IL 60141"
133,169624, JourneyCare   ,https://freida.ama-assn.org/institution/169624,,,,"833 W Chicago Ave, Chicago, IL 60642"
134,168042, Katherine Shaw Bethea Hospital   ,https://freida.ama-assn.org/institution/168042,,Univ of Illinois Coll of Med,,"403 E First St, Dixon, IL 61021"
135,168062, Kemmerer Village   ,https://freida.ama-assn.org/institution/168062,,,,"Kemmerer Village RR1, Assumption, IL 62510"
136,168034, Kewanee Hospital   ,https://freida.ama-assn.org/institution/168034,,,,"719 Elliott St, Kewanee, IL 61443-0747"
137,168115, Lake County Health Department Community Health Center   ,https://freida.ama-assn.org/institution/168115,,['Chicago Med Sch at Rosalind Franklin Univ of Med & Science'],['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],"3010 Grand Ave, Waukegan, IL 60085"
138,168059, Lakeview Nursing and Rehabilitation Center   ,https://freida.ama-assn.org/institution/168059,,,,"735 W Diversey Pkwy, Chicago, IL 60614"
139,160774, LaRabida Children's Hospital and Research Center   ,https://freida.ama-assn.org/institution/160774,['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],"['Rush Med Coll of Rush Univ Med Ctr', 'Loyola Univ of Chicago Stritch Sch of Med']",[],"6501 S Promontory Dr, Chicago, IL 60649"
140,169640, Lawndale Christian Health Center   ,https://freida.ama-assn.org/institution/169640,,,,"3860 W Ogden Ave, Chicago, IL 60623"
141,169552, Lewis University   ,https://freida.ama-assn.org/institution/169552,,,,"1 University Pkwy, Romeoville, IL 60446"
142,168100, Lincoln Prairie Behavioral Health Center   ,https://freida.ama-assn.org/institution/168100,Southern Illinois Univ Sch of Med,,,"5230 S 6th St, Springfield, IL 62703"
143,168069, Little Company of Mary Hospital and Health Centers   ,https://freida.ama-assn.org/institution/168069,Loyola Univ of Chicago Stritch Sch of Med,,,"2800 95th St, Evergreen Park, IL 60805"
144,160006, Loretto Hospital   ,https://freida.ama-assn.org/institution/160006,,,,"645 S Central Ave, Chicago, IL 60644"
145,160123, Louis A Weiss Memorial Hospital   ,https://freida.ama-assn.org/institution/160123,['Univ of Illinois Coll of Med'],,['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],"4646 N Marine Dr, Chicago, IL 60640"
146,160453, Loyola Medicine MacNeal Hospital   ,https://freida.ama-assn.org/institution/160453,"['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med', 'Univ of Illinois Coll of Med', 'Midwestern Univ Chicago Coll of Osteopathic Med']","['Midwestern Univ Arizona Coll of Osteopathic Med', 'Rush Med Coll of Rush Univ Med Ctr', 'Loyola Univ of Chicago Stritch Sch of Med']",['Northwestern Univ Feinberg Sch of Med'],"3249 S Oak Park Ave, Berwyn, IL 60402"
147,160498, Loyola University Medical Center   ,https://freida.ama-assn.org/institution/160498,['Loyola Univ of Chicago Stritch Sch of Med'],,['Univ of Chicago Div of the Biological Sciences Pritzker Sch of Med'],"2160 S First Ave, Maywood, IL 60153-5585"
148,168001, Loyola University of Chicago Stritch School of Medicine   ,https://freida.ama-assn.org/institution/168001,,,,"2160 S First Ave, Maywood, IL 60153-5500"
149,169551, Loyola University Norville Athletic Department  ,https://freida.ama-assn.org/institution/169551,,Loyola Univ of Chicago Stritch Sch of Med,,"6526 N Winthrop Ave, Chicago, IL 60626"
150,169521, Lurie Children's Hospital Outpatient Clinics Primary Care  ,https://freida.ama-assn.org/institution/169521,,,,"225 E Chicago Ave, Chicago, IL 60611"
151,169520, Lurie Children's Hospital Outpatient Sports Medicine Clinics   ,https://freida.ama-assn.org/institution/169520,,,,"225 E Chicago Ave, Chicago, IL 60611"
152,169633, Lurie Children's Outpatient Center in Arlington Heights   ,https://freida.ama-assn.org/institution/169633,,,,"880 W Central Rd, Arlington Heights, IL 60005"
153,160095, Lurie Children's Outpatient Center in New Lenox   ,https://freida.ama-assn.org/institution/160095,,,,"1870 N Silver Cross Blvd, New Lenox, IL 60451"
154,169518, Lurie Children's Outpatient Center in Northbrook   ,https://freida.ama-assn.org/institution/169518,,,,"1131 Techny Rd, Northbrook, IL 60062"
155,169519, Lurie Children's Outpatient Center in Westchester   ,https://freida.ama-assn.org/institution/169519,,,,"2301 Enterprise Dr, Westchester, IL 60154"
