,AMC_No,AMC_Name,URLS,Affiliation_Major,Affiliation_Limited,Affiliation_Graduate,Medical_Center_Address
31,269506, Eastview High School Athletic Department,https://freida.ama-assn.org/institution/269506,,,,"6200 140th St W, Apple Valley, MN 55124"
32,268064, Eye Surgeons and Physicians,https://freida.ama-assn.org/institution/268064,,,,"109 Doctor's Park, St Cloud, MN 56303"
33,268111, Face to Face Health & Counseling Service,https://freida.ama-assn.org/institution/268111,,,,"1165 Arcade St, St Paul, MN 55106"
34,269518, Fairview Care Center,https://freida.ama-assn.org/institution/269518,,,Mayo Clinic Alix Sch of Med,"702 10th Ave NW, Dodge Center, MN 55927"
35,268104, Fairview Homecare and Hospice,https://freida.ama-assn.org/institution/268104,Univ of Minnesota Med Sch,,,"2450 26th Ave S, Minneapolis, MN 55406"
36,268133, Fairview Maple Grove Medical Center,https://freida.ama-assn.org/institution/268133,,,Univ of Minnesota Med Sch,"14500 99th St N, Maple Grove, MN 55369"
37,269520, Fairview Pain Management Center,https://freida.ama-assn.org/institution/269520,Univ of Minnesota Med Sch,,,"606 24th Ave S, Minneapolis, MN 55454"
38,268050, Fairview Princeton Clinic,https://freida.ama-assn.org/institution/268050,,,,"919 Northland Dr, Princeton, MN 55371"
39,268074, Fairview Southdale Hospital,https://freida.ama-assn.org/institution/268074,,,Univ of Minnesota Med Sch,"6401 France Ave S, Edina, MN 55435"
40,269505, Fairview Sports and Orthopedic Care (Minneapolis),https://freida.ama-assn.org/institution/269505,,,,"2525 University Ave SE, Minneapolis, MN 55414"
41,260491, Fairview-University Medical Center (Riverside Campus),https://freida.ama-assn.org/institution/260491,,,,"2450 Riverside Ave, Minneapolis, MN 55454-1400"
42,268067, Federal Medical Center (Federal Bureau of Prisons),https://freida.ama-assn.org/institution/268067,,,Mayo Clinic Alix Sch of Med,"2110 E Center St, Rochester, MN 55904"
43,269542, Field Crest Care Center,https://freida.ama-assn.org/institution/269542,,,Mayo Clinic Alix Sch of Med,"318 2nd St NE, Hayfield, MN 55940"
44,268107, Fountain Center of Albert Lea,https://freida.ama-assn.org/institution/268107,,,Mayo Clinic Alix Sch of Med,"408 W Fountain St, Albert Lea, MN 56007"
45,269539, Fraser Minneapolis,https://freida.ama-assn.org/institution/269539,,,,"3333 University Ave SE, Minneapolis, MN 55414"
46,268119, Gerard Academy,https://freida.ama-assn.org/institution/268119,,,Mayo Clinic Alix Sch of Med,"1111 28th St NE, Austin, MN 55912"
47,260492, Gillette Children's Specialty Healthcare,https://freida.ama-assn.org/institution/260492,['Univ of Minnesota Med Sch'],,['Mayo Clinic Alix Sch of Med'],"200 E University Ave, St Paul, MN 55101"
48,269538, Golden Living Center Chateau,https://freida.ama-assn.org/institution/269538,,,,"2106 2nd Ave S, Minneapolis, MN 55404"
49,268057, Harrison Education Center,https://freida.ama-assn.org/institution/268057,,Univ of Minnesota Med Sch,,"501 N Irving, Minneapolis, MN 55405"
50,268059, Hazelden Betty Ford Foundation,https://freida.ama-assn.org/institution/268059,,['Univ of Minnesota Med Sch'],['Mayo Clinic Alix Sch of Med'],"11505 36th Ave N, Plymouth, MN 55441"
51,268051, HealthPartners Central Minnesota Clinics,https://freida.ama-assn.org/institution/268051,,,,"1245 15th St N, St Cloud, MN 56303"
52,268093, HealthPartners Hospice of the Lakes & Palliative Care,https://freida.ama-assn.org/institution/268093,,Univ of Minnesota Med Sch,,"8170 33rd Ave S, Bloomington, MN 55440"
53,268034, HealthPartners Institute,https://freida.ama-assn.org/institution/268034,,"['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med', 'Burrell Coll of Osteopathic Med']",,"640 Jackson St, St Paul, MN 55101-2595"
54,268044, HealthPartners Same Day Surgery Center,https://freida.ama-assn.org/institution/268044,,,,"2635 University Ave W, St Paul, MN 55114"
55,268047, HealthPartners St Paul Clinic,https://freida.ama-assn.org/institution/268047,,,,"205 S Wabasha, St Paul, MN 55107"
56,268061, Hennepin County Home School,https://freida.ama-assn.org/institution/268061,,,,"14300 County Rd 62, Minnetonka, MN 55345"
57,260733, Hennepin County Medical Examiner,https://freida.ama-assn.org/institution/260733,,,Univ of Minnesota Med Sch,"530 Chicago Ave, Minneapolis, MN 55415"
58,260402, Hennepin Healthcare,https://freida.ama-assn.org/institution/260402,['Univ of Minnesota Med Sch'],"['George Washington Univ Sch of Med and Health Sci', 'Kansas City Univ of Med and Biosciences Coll of Osteopathic Med', 'Burrell Coll of Osteopathic Med', 'Lincoln Memorial Univ DeBusk Coll of Osteopathic Med']","['Mayo Clinic Alix Sch of Med', 'Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med']","701 Park Ave S, Minneapolis, MN 55415-1829"
59,269551, Homestead at Rochester (Rochester Rehabilitation and Living Center),https://freida.ama-assn.org/institution/269551,,,Mayo Clinic Alix Sch of Med,"1900 Ballington Blvd NW, Rochester, MN 55901"
60,269507, Hopkins High School Athletic Department,https://freida.ama-assn.org/institution/269507,,Univ of Minnesota Med Sch,,"2400 Lindbergh Dr, Minnetonka, MN 55305"
61,268109, Independent School District 535,https://freida.ama-assn.org/institution/268109,,,Mayo Clinic Alix Sch of Med,"615 Seventh St SW, Rochester, MN 55902"
62,268062, KDWB University Pediatrics Family Center,https://freida.ama-assn.org/institution/268062,,,,"200 Oaks St SE, Minneapolis, MN 55455-2022"
63,268023, Lakeland Mental Health Center,https://freida.ama-assn.org/institution/268023,,Univ of North Dakota Sch of Med and Health Sciences,,"126 E Alcott Ave, Fergus Falls, MN 56537"
64,268090, Lakeview Clinic Ltd-Waconia,https://freida.ama-assn.org/institution/268090,,Univ of Minnesota Med Sch,,"424 Highway 5, Waconia, MN 55387"
65,268039, Lakeview Hospital,https://freida.ama-assn.org/institution/268039,,Univ of Minnesota Med Sch,,"927 Churchill St W, Stillwater, MN 55082"
66,269522, LifeLink,https://freida.ama-assn.org/institution/269522,,,,"5010 Broadway St NE, Minneapolis, MN 55413"
67,268092, M Health Fairview Bethesda Hospital,https://freida.ama-assn.org/institution/268092,,,Univ of Minnesota Med Sch,"559 Capitol Blvd, St Paul, MN 55103"
68,268117, M Health Fairview Ridges Hospital,https://freida.ama-assn.org/institution/268117,,,Univ of Minnesota Med Sch,"201 Nicollet Blvd, Burnsville, MN 55337"
69,260130, M Health Fairview St John's Hospital,https://freida.ama-assn.org/institution/260130,Univ of Minnesota Med Sch,,,"1575 Beam Ave, Maplewood, MN 55109"
70,260357, M Health Fairview St Joseph's Hospital,https://freida.ama-assn.org/institution/260357,Univ of Minnesota Med Sch,,,"45 W 10th St, St Paul, MN 55102"
71,268073, Madelia Community Hospital,https://freida.ama-assn.org/institution/268073,,,,"121 Drew Ave SE, Madelia, MN 56055"
72,269552, Madonna Towers of Rochester,https://freida.ama-assn.org/institution/269552,,,Mayo Clinic Alix Sch of Med,"4001 19th Ave NW, Rochester, MN 55901"
73,260012, Maple Grove Hospital,https://freida.ama-assn.org/institution/260012,,,,"9875 Hospital Dr, Maple Grove, MN 55369"
74,268088, Maple Manor Healthcare and Rehabilitation,https://freida.ama-assn.org/institution/268088,,,Mayo Clinic Alix Sch of Med,"1875 18th St NW, Rochester, MN 55901"
75,260737, Mayo Clinic (Rochester),https://freida.ama-assn.org/institution/260737,['Mayo Clinic Alix Sch of Med'],"['Midwestern Univ Arizona Coll of Osteopathic Med', 'George Washington Univ Sch of Med and Health Sci', 'Univ of Texas Health Science Ctr at San Antonio Joe R and Teresa Lozano', 'Burrell Coll of Osteopathic Med']",['Raymond and Ruth Perelman Sch of Med at the Univ of Pennsylvania'],"200 First St SW, Rochester, MN 55905"
76,260173, Mayo Clinic College of Medicine and Science,https://freida.ama-assn.org/institution/260173,['Mayo Clinic Alix Sch of Med'],['Rush Med Coll of Rush Univ Med Ctr'],['Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med'],"200 First St SW, Rochester, MN 55905"
77,260001, Mayo Clinic Health System in New Prague,https://freida.ama-assn.org/institution/260001,,,,"301 Second St NE, New Prague, MN 56071"
78,268030, Mayo Clinic Health System Mankato,https://freida.ama-assn.org/institution/268030,['Univ of Minnesota Med Sch'],['Midwestern Univ Arizona Coll of Osteopathic Med'],['Mayo Clinic Alix Sch of Med'],"1025 Marsh St, Mankato, MN 56002"
79,268070, Mayo Clinic Health System-Owatonna,https://freida.ama-assn.org/institution/268070,,,Mayo Clinic Alix Sch of Med,"134 Southview, Owatonna, MN 55060"
80,269544, Mayo Clinic Health System-Red Wing,https://freida.ama-assn.org/institution/269544,,,Mayo Clinic Alix Sch of Med,"701 Hewitt Blvd, Red Wing, MN 55066"
81,268082, Mayo Clinic Hospice Program,https://freida.ama-assn.org/institution/268082,,,Mayo Clinic Alix Sch of Med,"50 Seventh St NE, Rochester, MN 55906"
82,260317, Mayo Clinic Hospital-Rochester,https://freida.ama-assn.org/institution/260317,Mayo Clinic Alix Sch of Med,,,"1216 Second St SW, Rochester, MN 55902-1970"
83,269546, Mayo Clinic Square,https://freida.ama-assn.org/institution/269546,,,Mayo Clinic Alix Sch of Med,"600 Hennepin Ave, Minneapolis, MN 55403"
84,260735, Memorial Blood Centers of Minnesota,https://freida.ama-assn.org/institution/260735,,,"['Univ of Minnesota Med Sch', 'Mayo Clinic Alix Sch of Med']","2304 Park Ave S, Minneapolis, MN 55404"
85,268040, Mercy Hospital (Minneapolis),https://freida.ama-assn.org/institution/268040,,,Univ of Minnesota Med Sch,"4050 Coon Rapids Blvd NW, Coon Rapids, MN 55433"
86,268097, Meridian Behavioral Health,https://freida.ama-assn.org/institution/268097,,Univ of Minnesota Med Sch,,"135 Colorado St E, St Paul, MN 55107"
87,269519, Metro Urology,https://freida.ama-assn.org/institution/269519,,,Mayo Clinic Alix Sch of Med,"2855 Campus Dr, Minneapolis, MN 55441"
88,269528, Migrant Health Service Inc,https://freida.ama-assn.org/institution/269528,,,Mayo Clinic Alix Sch of Med,"810 4th Ave S, Moorhead, MN 56560"
89,260119, Minneapolis VA Healthcare System,https://freida.ama-assn.org/institution/260119,['Univ of Minnesota Med Sch'],,['Mayo Clinic Alix Sch of Med'],"One Veterans Dr, Minneapolis, MN 55417"
90,269513, Minnesota Department of Health-Freeman Building,https://freida.ama-assn.org/institution/269513,,,Mayo Clinic Alix Sch of Med,"625 Robert St N, St Paul, MN 55164"
91,268035, Minnesota Epilepsy Group PA,https://freida.ama-assn.org/institution/268035,,,,"310 N Smith Ave, St Paul, MN 55102"
92,268029, Minnesota Spine Center,https://freida.ama-assn.org/institution/268029,,,,"606 24th Ave S, Minneapolis, MN 55454-1419"
93,260019, Minnesota Valley Surgery Center,https://freida.ama-assn.org/institution/260019,,,,"1000 W 140th St, Burnsville, MN 55337"
94,268052, Monticello-Big Lake Community Hospital,https://freida.ama-assn.org/institution/268052,,,,"1013 Hart Blvd, Monticello, MN 55362"
95,269529, New Ulm Medical Center-Allina Health,https://freida.ama-assn.org/institution/269529,,,,"1324 5th St N, New Ulm, MN 56073"
96,260013, North Memorial Ambulatory Surgery Center at Maple Grove,https://freida.ama-assn.org/institution/260013,,,Mayo Clinic Alix Sch of Med,"9855 Hospital Dr, Maple Grove, MN 55369"
97,260498, North Memorial Health Care,https://freida.ama-assn.org/institution/260498,['Univ of Minnesota Med Sch'],['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med'],,"3300 Oakdale Ave N, Robbinsdale, MN 55422-2900"
98,269536, Northeast Metropolitan Intermediate School District 916,https://freida.ama-assn.org/institution/269536,,Univ of Minnesota Med Sch,,"2540 County Rd E, White Bear Lake, MN 55110"
99,268120, Olmsted County District Court,https://freida.ama-assn.org/institution/268120,,,Mayo Clinic Alix Sch of Med,"151 Fourth St SE, Rochester, MN 55904"
100,268108, Olmsted County Social Services,https://freida.ama-assn.org/institution/268108,,,Mayo Clinic Alix Sch of Med,"151 Fourth St SE, Rochester, MN 55904"
101,269525, Orthopedic Institute Surgery Center,https://freida.ama-assn.org/institution/269525,,,,"8100 W 78th St, Edina, MN 55439"
102,268046, Park Nicollet Clinic,https://freida.ama-assn.org/institution/268046,,Univ of Minnesota Med Sch,,"3800 Park Nicollet Blvd, St Louis Park, MN 55416"
103,268037, Park Nicollet Clinic-Alexander Center,https://freida.ama-assn.org/institution/268037,,,Univ of Minnesota Med Sch,"11455 Viking Dr, Eden Prairie, MN 55344"
104,268043, Park Nicollet Heart Center,https://freida.ama-assn.org/institution/268043,,,,"6490 Excelsior Blvd, St Louis Park, MN 55426"
105,260135, Park Nicollet Methodist Hospital,https://freida.ama-assn.org/institution/260135,['Univ of Minnesota Med Sch'],['West Virginia Sch of Osteopathic Med'],,"6500 Excelsior Blvd, St Louis Park, MN 55440"
106,269509, Pediatric Surgical Associates Ltd,https://freida.ama-assn.org/institution/269509,,,Mayo Clinic Alix Sch of Med,"2530 Chicago Ave S, Minneapolis, MN 55404"
107,269543, Pine Haven Care Center,https://freida.ama-assn.org/institution/269543,,,Mayo Clinic Alix Sch of Med,"210 3rd St NW, Pine Island, MN 55963"
108,268121, PrairieCare,https://freida.ama-assn.org/institution/268121,,Univ of Minnesota Med Sch,,"6363 France Ave, Edina, MN 55435"
109,269537, Psychotherapy Healing Clinic Ltd,https://freida.ama-assn.org/institution/269537,,Univ of Minnesota Med Sch,,"3100 W Lake St, Minneapolis, MN 55416"
110,268131, Rapid Access Clinic (RAC),https://freida.ama-assn.org/institution/268131,,,Mayo Clinic Alix Sch of Med,"2116 Campus Dr SE, Rochester, MN 55904"
111,260184, Regions Hospital,https://freida.ama-assn.org/institution/260184,['Univ of Minnesota Med Sch'],['West Virginia Sch of Osteopathic Med'],['Mayo Clinic Alix Sch of Med'],"640 Jackson St, St Paul, MN 55101-2595"
112,269545, Rochester Center for Autism,https://freida.ama-assn.org/institution/269545,,,Mayo Clinic Alix Sch of Med,"3640 9th St NW, Rochester, MN 55901"
113,269541, Rochester East Health Services,https://freida.ama-assn.org/institution/269541,,,Mayo Clinic Alix Sch of Med,"501 8th Ave SE, Rochester, MN 55904"
114,260483, Rochester Methodist Hospital,https://freida.ama-assn.org/institution/260483,,,,"201 W Center St, Rochester, MN 55902"
115,269553, Rochester West Health Services,https://freida.ama-assn.org/institution/269553,,,Mayo Clinic Alix Sch of Med,"2215 Hwy 52 N, Rochester, MN 55901"
116,268084, Samaritan Bethany Inc,https://freida.ama-assn.org/institution/268084,,,Mayo Clinic Alix Sch of Med,"101 7th St NW, Rochester, MN 55901"
117,268106, Seasons Hospice,https://freida.ama-assn.org/institution/268106,,,Mayo Clinic Alix Sch of Med,"5650 Weatherhill Rd SW, Rochester, MN 55902"
118,260481, Shriners Hospitals for Children (Twin Cities Unit),https://freida.ama-assn.org/institution/260481,,['Univ of Minnesota Med Sch'],['Mayo Clinic Alix Sch of Med'],"2025 E River Pkwy, Minneapolis, MN 55414-3696"
119,268095, SMDC Medical Center,https://freida.ama-assn.org/institution/268095,,,,"502 E Second St, Duluth, MN 55802"
120,268113, St Catherine University Health and Wellness Clinic,https://freida.ama-assn.org/institution/268113,,['Univ of Minnesota Med Sch'],['Mayo Clinic Alix Sch of Med'],"2004 Randolph Ave, St Paul, MN 55015"
121,268066, St Cloud Ear Nose and Throat-Head/Neck Clinic,https://freida.ama-assn.org/institution/268066,,,,"1528 Northway Dr, St Cloud, MN 56303"
122,267010, St Cloud Hospital,https://freida.ama-assn.org/institution/267010,['Univ of Minnesota Med Sch'],"['Kansas City Univ of Med and Biosciences Coll of Osteopathic Med', 'West Virginia Sch of Osteopathic Med']",,"1406 Sixth Ave N, St Cloud, MN 56303"
123,268055, St Cloud Medical Group,https://freida.ama-assn.org/institution/268055,,Univ of Minnesota Med Sch,,"4544 County Rd, St Cloud, MN 56303"
124,268056, St Cloud Orthopedic Associates,https://freida.ama-assn.org/institution/268056,,Univ of Minnesota Med Sch,,"1555 Northway Dr, St Cloud, MN 56303"
125,260209, St Luke's Hospital,https://freida.ama-assn.org/institution/260209,Univ of Minnesota Med Sch,,,"915 E First St, Duluth, MN 55805"
126,260346, St Mary's Medical Center,https://freida.ama-assn.org/institution/260346,['Univ of Minnesota Med Sch'],['West Virginia Sch of Osteopathic Med'],,"407 E Third St, Duluth, MN 55805"
127,268071, St Paul-Ramsey County Department of Public Health,https://freida.ama-assn.org/institution/268071,,,Mayo Clinic Alix Sch of Med,"555 Cedar St, St Paul, MN 55101"
128,268100, State Operated Forensic Services,https://freida.ama-assn.org/institution/268100,Univ of Minnesota Med Sch,,,"100 Freeman Dr, St Peter, MN 55044"
129,269540, Stewartville Care Center,https://freida.ama-assn.org/institution/269540,,,Mayo Clinic Alix Sch of Med,"120 4th St NE, Stewartville, MN 55976"
130,268091, TRIA Orthopaedic Center,https://freida.ama-assn.org/institution/268091,,,Univ of Minnesota Med Sch,"8100 Northland Dr, Bloomington, MN 55431"
131,268036, Tria Orthopaedic Center,https://freida.ama-assn.org/institution/268036,,,,"8100 Northland Dr, Minneapolis, MN 55431"
132,260006, Twin Cities Orthopedics,https://freida.ama-assn.org/institution/260006,,,,"4200 Dahlberg, Golden Valley, MN 54222"
133,260004, Twin Cities Orthopedics Eagan-Viking Lakes,https://freida.ama-assn.org/institution/260004,,,,"2700 Viking Cir, Eagan, MN 55121"
134,260018, Twin Cities Orthopedics-Burnsville,https://freida.ama-assn.org/institution/260018,,,,"1000 W 140th St, Burnsville, MN 55337"
135,268024, Twin Cities Orthopedics-Crosstown,https://freida.ama-assn.org/institution/268024,,,,"4010 W 65th St, Edina, MN 55435"
136,260008, Twin Cities Orthopedics-Maple Grove,https://freida.ama-assn.org/institution/260008,,,,"9630 Grove Cir, Maple Grove, MN 55369"
137,260009, Twin Cities Orthopedics-Minnetonka,https://freida.ama-assn.org/institution/260009,,,,"15450 MN-7, Minnetonka, MN 55345"
138,260010, Twin Cities Orthopedics-Robbinsdale,https://freida.ama-assn.org/institution/260010,,,,"3366 Oakdale Ave N, Robbinsdale, MN 55422"
139,268028, Twin Cities Scoliosis Spine Center,https://freida.ama-assn.org/institution/268028,,,,"2737 Chicago Ave S, Minneapolis, MN 55407-3707"
140,268032, Twin Cities Spine Center,https://freida.ama-assn.org/institution/268032,,,,"913 E 26th St, Minneapolis, MN 55404-4515"
141,260311, United Hospital,https://freida.ama-assn.org/institution/260311,,,"['Univ of Minnesota Med Sch', 'Mayo Clinic Alix Sch of Med']","333 N Smith Ave, St Paul, MN 55102"
142,268041, Unity Hospital (Minneapolis),https://freida.ama-assn.org/institution/268041,,,,"550 Osborne Rd NE, Minneapolis, MN 55432"
143,269501, University of Minnesota,https://freida.ama-assn.org/institution/269501,['Univ of Minnesota Med Sch'],"['Midwestern Univ Arizona Coll of Osteopathic Med', 'Des Moines Univ Coll of Osteopathic Med', 'Lincoln Memorial Univ DeBusk Coll of Osteopathic Med']","['Univ of Washington Sch of Med', 'Pacific Northwest Univ of Health Sciences Coll of Osteopathic Med']","420 Delaware St SE, Minneapolis, MN 55455"
144,268098, University of Minnesota (Rochester),https://freida.ama-assn.org/institution/268098,,,,"111 S Broadway, Rochester, MN 55904"
145,269511, University of Minnesota Bierman Training Room,https://freida.ama-assn.org/institution/269511,,Univ of Minnesota Med Sch,,"516 15th Ave SE, Minneapolis, MN 55455"
146,268128, University of Minnesota Masonic Children's Hospital,https://freida.ama-assn.org/institution/268128,,,,"2450 Riverside Ave, Minneapolis, MN 55455"
147,260254, University of Minnesota Medical Center,https://freida.ama-assn.org/institution/260254,['Univ of Minnesota Med Sch'],['West Virginia Sch of Osteopathic Med'],['Mayo Clinic Alix Sch of Med'],"500 Harvard St SE, Minneapolis, MN 55455"
148,268094, University of Minnesota Physicians Radiation Therapy Center,https://freida.ama-assn.org/institution/268094,Univ of Minnesota Med Sch,,,"5160 Fairview Blvd, Wyoming, MN 55092"
149,269521, University of Minnesota Physicians Sports Medicine Clinic,https://freida.ama-assn.org/institution/269521,Univ of Minnesota Med Sch,,,"2525 University Ave SE, Minneapolis, MN 55414"
150,260495, University of Minnesota School of Public Health,https://freida.ama-assn.org/institution/260495,Mayo Clinic Alix Sch of Med,,,"420 Delaware St SE, Minneapolis, MN 55455-0381"
151,268124, University of Saint Thomas Athletic Department,https://freida.ama-assn.org/institution/268124,,Univ of Minnesota Med Sch,,"2115 Summit Ave, St Paul, MN 55105"
152,268042, Waseca Medical Center-Mayo Health System,https://freida.ama-assn.org/institution/268042,,,Univ of Minnesota Med Sch,"501 N State St, Waseca, MN 56093"
153,268060, Wilder Child Guidance,https://freida.ama-assn.org/institution/268060,,Univ of Minnesota Med Sch,,"919 Lafond Ave, St Paul, MN 55104-2198"
154,268058, William Mitchell College of Law,https://freida.ama-assn.org/institution/268058,,,,"875 Summit Ave, St Paul, MN 55105-3076"
155,268129, Zel Skin and Laser Specialists,https://freida.ama-assn.org/institution/268129,,Univ of Minnesota Med Sch,,"4100 W 50th St, Edina, MN 55424"
